,browser8,addchar8,delchar8,buy8,fav8,click8,browser4,addchar4,delchar4,buy4,fav4,click4,browser2,addchar2,delchar2,buy2,fav2,click2,user_id,sku_id
2539,5.0,0.0,0.0,1.0,0.0,20.0,5.0,0.0,0.0,1.0,0.0,20.0,5.0,0.0,0.0,1.0,0.0,20.0,234989.0,85557.0
2540,2.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,7.0,227548.0,75877.0
2541,4.0,2.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,10.0,257533.0,103652.0
2542,24.0,0.0,0.0,1.0,0.0,45.0,22.0,0.0,0.0,1.0,0.0,41.0,18.0,0.0,0.0,1.0,0.0,34.0,214762.0,12564.0
2543,10.0,0.0,0.0,1.0,0.0,23.0,6.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,5.0,213883.0,116489.0
2544,24.0,1.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,1.0,0.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,256853.0,12564.0
2545,5.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,7.0,278235.0,125756.0
2546,3.0,0.0,0.0,1.0,1.0,30.0,3.0,0.0,0.0,1.0,1.0,30.0,3.0,0.0,0.0,1.0,1.0,30.0,239147.0,21147.0
2547,11.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,252829.0,154636.0
2548,3.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,13.0,267480.0,131300.0
2549,12.0,0.0,0.0,1.0,0.0,41.0,12.0,0.0,0.0,1.0,0.0,41.0,12.0,0.0,0.0,1.0,0.0,41.0,244736.0,18412.0
2550,12.0,1.0,0.0,1.0,0.0,27.0,8.0,1.0,0.0,1.0,0.0,21.0,8.0,1.0,0.0,1.0,0.0,21.0,235684.0,63006.0
2551,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,6.0,249034.0,101181.0
2552,5.0,0.0,0.0,1.0,0.0,23.0,4.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,1.0,0.0,15.0,220129.0,72508.0
2553,25.0,1.0,0.0,1.0,0.0,63.0,13.0,0.0,0.0,1.0,0.0,31.0,11.0,0.0,0.0,1.0,0.0,26.0,239412.0,52343.0
2554,4.0,0.0,0.0,1.0,0.0,19.0,3.0,0.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,8.0,249455.0,64467.0
2555,1.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,6.0,243870.0,5505.0
2556,4.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,2.0,241393.0,166707.0
2557,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,265485.0,69209.0
2558,9.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,303162.0,154636.0
2559,19.0,1.0,0.0,1.0,0.0,64.0,19.0,1.0,0.0,1.0,0.0,64.0,15.0,1.0,0.0,1.0,0.0,47.0,224129.0,79520.0
2560,24.0,0.0,0.0,1.0,0.0,32.0,8.0,0.0,0.0,1.0,0.0,17.0,5.0,0.0,0.0,1.0,0.0,13.0,204375.0,24371.0
2561,4.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,7.0,297532.0,67755.0
2562,7.0,0.0,0.0,1.0,0.0,43.0,7.0,0.0,0.0,1.0,0.0,43.0,7.0,0.0,0.0,1.0,0.0,43.0,278090.0,18412.0
2563,6.0,0.0,0.0,1.0,0.0,13.0,6.0,0.0,0.0,1.0,0.0,13.0,6.0,0.0,0.0,1.0,0.0,13.0,234964.0,39425.0
2564,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,270721.0,5505.0
2565,14.0,1.0,0.0,1.0,0.0,39.0,14.0,1.0,0.0,1.0,0.0,39.0,14.0,1.0,0.0,1.0,0.0,39.0,295375.0,63006.0
2566,2.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,9.0,224859.0,85557.0
2567,16.0,1.0,0.0,1.0,0.0,28.0,16.0,1.0,0.0,1.0,0.0,28.0,10.0,0.0,0.0,1.0,0.0,14.0,294985.0,84389.0
2568,15.0,0.0,0.0,1.0,1.0,49.0,15.0,0.0,0.0,1.0,1.0,49.0,14.0,0.0,0.0,1.0,1.0,44.0,241137.0,154636.0
2569,6.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,0.0,1.0,0.0,7.0,221524.0,12564.0
2570,17.0,0.0,0.0,1.0,0.0,80.0,17.0,0.0,0.0,1.0,0.0,80.0,17.0,0.0,0.0,1.0,0.0,80.0,248220.0,32465.0
2571,5.0,1.0,0.0,1.0,0.0,8.0,5.0,1.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,213150.0,149711.0
2572,11.0,0.0,0.0,1.0,0.0,41.0,11.0,0.0,0.0,1.0,0.0,41.0,11.0,0.0,0.0,1.0,0.0,41.0,212998.0,39425.0
2573,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,275982.0,169726.0
2574,4.0,0.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,9.0,254129.0,24371.0
2575,4.0,0.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,9.0,4.0,0.0,0.0,1.0,0.0,9.0,254129.0,126535.0
2576,1.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,15.0,229544.0,101181.0
2577,5.0,0.0,0.0,1.0,0.0,16.0,5.0,0.0,0.0,1.0,0.0,16.0,5.0,0.0,0.0,1.0,0.0,16.0,212727.0,81708.0
2578,17.0,0.0,0.0,1.0,0.0,32.0,17.0,0.0,0.0,1.0,0.0,32.0,15.0,0.0,0.0,1.0,0.0,29.0,216215.0,136295.0
2579,4.0,1.0,0.0,1.0,0.0,14.0,4.0,1.0,0.0,1.0,0.0,14.0,4.0,1.0,0.0,1.0,0.0,14.0,209263.0,38639.0
2580,3.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,6.0,241853.0,62351.0
2581,5.0,0.0,0.0,1.0,0.0,11.0,5.0,0.0,0.0,1.0,0.0,11.0,5.0,0.0,0.0,1.0,0.0,11.0,205730.0,63006.0
2582,10.0,0.0,0.0,1.0,0.0,25.0,10.0,0.0,0.0,1.0,0.0,25.0,10.0,0.0,0.0,1.0,0.0,25.0,205730.0,21457.0
2583,15.0,0.0,0.0,1.0,0.0,24.0,15.0,0.0,0.0,1.0,0.0,24.0,15.0,0.0,0.0,1.0,0.0,24.0,205730.0,5505.0
2584,4.0,0.0,0.0,1.0,0.0,11.0,4.0,0.0,0.0,1.0,0.0,11.0,4.0,0.0,0.0,1.0,0.0,11.0,229933.0,31662.0
2585,8.0,0.0,0.0,1.0,0.0,15.0,8.0,0.0,0.0,1.0,0.0,15.0,8.0,0.0,0.0,1.0,0.0,15.0,241688.0,7746.0
2586,5.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,12.0,211532.0,63006.0
2587,4.0,0.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,1.0,0.0,12.0,211532.0,47107.0
2588,14.0,0.0,0.0,1.0,0.0,27.0,14.0,0.0,0.0,1.0,0.0,27.0,12.0,0.0,0.0,1.0,0.0,23.0,276517.0,12564.0
2589,13.0,0.0,0.0,1.0,0.0,33.0,13.0,0.0,0.0,1.0,0.0,33.0,13.0,0.0,0.0,1.0,0.0,33.0,235238.0,12564.0
2590,7.0,0.0,0.0,1.0,0.0,21.0,7.0,0.0,0.0,1.0,0.0,21.0,5.0,0.0,0.0,1.0,0.0,15.0,206133.0,90294.0
2591,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,268453.0,47107.0
2592,5.0,0.0,0.0,1.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,9.0,263944.0,56792.0
2593,75.0,1.0,0.0,1.0,0.0,191.0,71.0,1.0,0.0,1.0,0.0,183.0,51.0,0.0,0.0,1.0,0.0,123.0,206511.0,14163.0
2594,3.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,7.0,260287.0,32465.0
2595,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,205169.0,131300.0
2596,13.0,0.0,0.0,1.0,0.0,19.0,9.0,0.0,0.0,1.0,0.0,12.0,9.0,0.0,0.0,1.0,0.0,12.0,272483.0,24371.0
2597,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,303324.0,63006.0
2598,2.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,291740.0,160662.0
2599,3.0,1.0,0.0,1.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,6.0,210978.0,91957.0
2600,4.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,8.0,241368.0,79520.0
2601,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,241671.0,52476.0
2602,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,288858.0,91957.0
2603,10.0,0.0,0.0,1.0,0.0,21.0,10.0,0.0,0.0,1.0,0.0,21.0,10.0,0.0,0.0,1.0,0.0,21.0,235093.0,63006.0
2604,9.0,0.0,0.0,1.0,0.0,24.0,9.0,0.0,0.0,1.0,0.0,24.0,9.0,0.0,0.0,1.0,0.0,24.0,259675.0,42199.0
2605,3.0,0.0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,1.0,0.0,11.0,260049.0,124997.0
2606,4.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,3.0,246690.0,47107.0
2607,12.0,0.0,0.0,1.0,0.0,34.0,12.0,0.0,0.0,1.0,0.0,34.0,12.0,0.0,0.0,1.0,0.0,34.0,265617.0,44854.0
2608,17.0,0.0,0.0,1.0,0.0,56.0,17.0,0.0,0.0,1.0,0.0,56.0,17.0,0.0,0.0,1.0,0.0,56.0,265617.0,5505.0
2609,5.0,0.0,0.0,1.0,0.0,24.0,5.0,0.0,0.0,1.0,0.0,24.0,5.0,0.0,0.0,1.0,0.0,24.0,257686.0,39425.0
2610,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,267613.0,131300.0
2611,7.0,0.0,0.0,1.0,0.0,17.0,3.0,0.0,0.0,1.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,10.0,260441.0,5825.0
2612,5.0,0.0,0.0,1.0,0.0,13.0,4.0,0.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,1.0,0.0,12.0,201405.0,11640.0
2613,17.0,0.0,0.0,1.0,1.0,30.0,17.0,0.0,0.0,1.0,1.0,30.0,16.0,0.0,0.0,1.0,1.0,28.0,227895.0,63006.0
2614,4.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,7.0,275433.0,152279.0
2615,9.0,0.0,0.0,1.0,0.0,22.0,8.0,0.0,0.0,1.0,0.0,20.0,8.0,0.0,0.0,1.0,0.0,20.0,279823.0,91957.0
2616,7.0,0.0,0.0,1.0,0.0,23.0,6.0,0.0,0.0,1.0,0.0,21.0,6.0,0.0,0.0,1.0,0.0,21.0,242211.0,18412.0
2617,21.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,0.0,259076.0,21457.0
2618,3.0,1.0,0.0,1.0,0.0,10.0,3.0,1.0,0.0,1.0,0.0,10.0,3.0,1.0,0.0,1.0,0.0,10.0,244553.0,32465.0
2619,11.0,0.0,0.0,1.0,0.0,37.0,11.0,0.0,0.0,1.0,0.0,37.0,11.0,0.0,0.0,1.0,0.0,37.0,234890.0,52343.0
2620,7.0,0.0,0.0,1.0,0.0,22.0,7.0,0.0,0.0,1.0,0.0,22.0,7.0,0.0,0.0,1.0,0.0,22.0,202403.0,10281.0
2621,3.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,2.0,224948.0,24371.0
2622,9.0,0.0,0.0,1.0,0.0,26.0,9.0,0.0,0.0,1.0,0.0,26.0,9.0,0.0,0.0,1.0,0.0,26.0,222617.0,12564.0
2623,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,212552.0,63006.0
2624,5.0,0.0,0.0,1.0,0.0,18.0,3.0,0.0,0.0,1.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,13.0,247795.0,37995.0
2625,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,295661.0,79636.0
2626,5.0,0.0,0.0,1.0,0.0,14.0,5.0,0.0,0.0,1.0,0.0,14.0,5.0,0.0,0.0,1.0,0.0,14.0,214521.0,16141.0
2627,8.0,0.0,0.0,1.0,0.0,20.0,8.0,0.0,0.0,1.0,0.0,20.0,8.0,0.0,0.0,1.0,0.0,20.0,304459.0,44854.0
2628,10.0,2.0,0.0,1.0,0.0,21.0,7.0,2.0,0.0,1.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,4.0,249039.0,131300.0
2629,6.0,0.0,0.0,1.0,0.0,28.0,6.0,0.0,0.0,1.0,0.0,28.0,6.0,0.0,0.0,1.0,0.0,28.0,254047.0,91957.0
2630,7.0,0.0,0.0,1.0,0.0,12.0,7.0,0.0,0.0,1.0,0.0,12.0,7.0,0.0,0.0,1.0,0.0,12.0,280365.0,63006.0
2631,14.0,0.0,0.0,1.0,0.0,32.0,14.0,0.0,0.0,1.0,0.0,32.0,14.0,0.0,0.0,1.0,0.0,32.0,259197.0,142140.0
2632,10.0,0.0,0.0,1.0,0.0,21.0,10.0,0.0,0.0,1.0,0.0,21.0,10.0,0.0,0.0,1.0,0.0,21.0,271779.0,44854.0
2633,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,247007.0,52343.0
2634,7.0,0.0,0.0,1.0,0.0,9.0,7.0,0.0,0.0,1.0,0.0,9.0,7.0,0.0,0.0,1.0,0.0,9.0,237648.0,18103.0
2635,27.0,1.0,0.0,1.0,0.0,54.0,12.0,0.0,0.0,1.0,0.0,20.0,5.0,0.0,0.0,1.0,0.0,9.0,301857.0,63006.0
2636,3.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,9.0,3.0,0.0,0.0,1.0,0.0,9.0,267416.0,18412.0
2637,3.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,3.0,236660.0,63006.0
2638,20.0,0.0,0.0,1.0,0.0,42.0,20.0,0.0,0.0,1.0,0.0,42.0,20.0,0.0,0.0,1.0,0.0,42.0,247073.0,12564.0
2639,11.0,0.0,0.0,1.0,0.0,39.0,11.0,0.0,0.0,1.0,0.0,39.0,11.0,0.0,0.0,1.0,0.0,39.0,256747.0,5505.0
2640,19.0,1.0,0.0,1.0,0.0,49.0,19.0,1.0,0.0,1.0,0.0,49.0,13.0,0.0,0.0,1.0,0.0,39.0,242273.0,164258.0
2641,9.0,0.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,4.0,232019.0,18031.0
2642,2.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,7.0,226746.0,69209.0
2643,40.0,0.0,0.0,1.0,1.0,87.0,40.0,0.0,0.0,1.0,1.0,87.0,38.0,0.0,0.0,1.0,1.0,85.0,203684.0,89329.0
2644,9.0,0.0,0.0,1.0,0.0,11.0,9.0,0.0,0.0,1.0,0.0,11.0,9.0,0.0,0.0,1.0,0.0,11.0,248040.0,47107.0
2645,11.0,0.0,0.0,1.0,0.0,24.0,11.0,0.0,0.0,1.0,0.0,24.0,11.0,0.0,0.0,1.0,0.0,24.0,248040.0,25987.0
2646,1.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,18.0,1.0,0.0,0.0,1.0,0.0,18.0,246574.0,18031.0
2647,9.0,0.0,0.0,1.0,0.0,36.0,9.0,0.0,0.0,1.0,0.0,36.0,9.0,0.0,0.0,1.0,0.0,36.0,272127.0,116489.0
2648,10.0,0.0,0.0,1.0,0.0,25.0,10.0,0.0,0.0,1.0,0.0,25.0,10.0,0.0,0.0,1.0,0.0,25.0,232371.0,81708.0
2649,5.0,0.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,1.0,0.0,8.0,290712.0,31662.0
2650,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,298400.0,61531.0
2651,9.0,1.0,0.0,1.0,0.0,19.0,9.0,1.0,0.0,1.0,0.0,19.0,6.0,0.0,0.0,1.0,0.0,10.0,231649.0,27069.0
2652,5.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,12.0,218306.0,115863.0
2653,7.0,0.0,0.0,1.0,0.0,11.0,7.0,0.0,0.0,1.0,0.0,11.0,7.0,0.0,0.0,1.0,0.0,11.0,248324.0,12564.0
2654,7.0,1.0,0.0,1.0,0.0,10.0,7.0,0.0,0.0,1.0,0.0,10.0,7.0,0.0,0.0,1.0,0.0,10.0,305244.0,67241.0
2655,9.0,0.0,0.0,2.0,0.0,15.0,9.0,0.0,0.0,2.0,0.0,15.0,9.0,0.0,0.0,2.0,0.0,15.0,290712.0,31662.0
2656,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,267942.0,68767.0
2657,5.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,6.0,283682.0,158569.0
2658,7.0,0.0,0.0,1.0,0.0,20.0,5.0,0.0,0.0,1.0,0.0,14.0,4.0,0.0,0.0,1.0,0.0,12.0,284559.0,52343.0
2659,24.0,0.0,0.0,1.0,1.0,77.0,24.0,0.0,0.0,1.0,1.0,77.0,24.0,0.0,0.0,1.0,1.0,77.0,208370.0,140602.0
2660,5.0,0.0,0.0,1.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,9.0,5.0,0.0,0.0,1.0,0.0,9.0,294702.0,109698.0
2661,4.0,0.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,10.0,230969.0,18412.0
2662,3.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,4.0,262347.0,92909.0
2663,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,295060.0,63006.0
2664,12.0,0.0,0.0,1.0,0.0,26.0,12.0,0.0,0.0,1.0,0.0,26.0,12.0,0.0,0.0,1.0,0.0,26.0,283975.0,111225.0
2665,17.0,0.0,0.0,1.0,0.0,32.0,15.0,0.0,0.0,1.0,0.0,22.0,15.0,0.0,0.0,1.0,0.0,22.0,276760.0,12564.0
2666,19.0,0.0,0.0,1.0,0.0,22.0,19.0,0.0,0.0,1.0,0.0,22.0,19.0,0.0,0.0,1.0,0.0,22.0,231509.0,12564.0
2667,10.0,0.0,0.0,1.0,0.0,32.0,10.0,0.0,0.0,1.0,0.0,32.0,10.0,0.0,0.0,1.0,0.0,32.0,215703.0,63006.0
2668,14.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,1.0,1.0,0.0,283630.0,63006.0
2669,4.0,0.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,1.0,0.0,12.0,221375.0,153395.0
2670,7.0,0.0,0.0,1.0,1.0,34.0,7.0,0.0,0.0,1.0,1.0,34.0,7.0,0.0,0.0,1.0,1.0,34.0,273898.0,18031.0
2671,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,271172.0,69355.0
2672,3.0,0.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,12.0,3.0,0.0,0.0,1.0,0.0,12.0,218957.0,34697.0
2673,6.0,0.0,0.0,1.0,0.0,19.0,4.0,0.0,0.0,1.0,0.0,14.0,4.0,0.0,0.0,1.0,0.0,14.0,254063.0,18412.0
2674,24.0,0.0,0.0,1.0,0.0,35.0,24.0,0.0,0.0,1.0,0.0,35.0,24.0,0.0,0.0,1.0,0.0,35.0,267738.0,134619.0
2675,9.0,0.0,0.0,1.0,0.0,42.0,9.0,0.0,0.0,1.0,0.0,42.0,9.0,0.0,0.0,1.0,0.0,42.0,280483.0,18412.0
2676,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,232904.0,149295.0
2677,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,247585.0,111225.0
2678,5.0,1.0,0.0,1.0,0.0,29.0,5.0,1.0,0.0,1.0,0.0,29.0,1.0,0.0,0.0,1.0,0.0,12.0,285464.0,37995.0
2679,20.0,0.0,0.0,1.0,0.0,48.0,20.0,0.0,0.0,1.0,0.0,48.0,20.0,0.0,0.0,1.0,0.0,48.0,244197.0,149641.0
2680,11.0,1.0,0.0,1.0,0.0,17.0,11.0,0.0,0.0,1.0,0.0,17.0,11.0,0.0,0.0,1.0,0.0,17.0,222300.0,153698.0
2681,14.0,2.0,0.0,1.0,0.0,24.0,14.0,2.0,0.0,1.0,0.0,24.0,11.0,0.0,0.0,1.0,0.0,16.0,229169.0,164258.0
2682,11.0,0.0,0.0,1.0,1.0,31.0,9.0,0.0,0.0,1.0,1.0,28.0,4.0,0.0,0.0,1.0,0.0,10.0,295845.0,44854.0
2683,3.0,0.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,8.0,296640.0,34724.0
2684,8.0,0.0,0.0,1.0,0.0,22.0,8.0,0.0,0.0,1.0,0.0,22.0,8.0,0.0,0.0,1.0,0.0,22.0,242323.0,164318.0
2685,24.0,0.0,0.0,1.0,0.0,66.0,24.0,0.0,0.0,1.0,0.0,66.0,24.0,0.0,0.0,1.0,0.0,66.0,273044.0,153395.0
2686,13.0,0.0,0.0,1.0,1.0,46.0,9.0,0.0,0.0,1.0,0.0,35.0,9.0,0.0,0.0,1.0,0.0,35.0,220563.0,75489.0
2687,9.0,0.0,0.0,1.0,0.0,17.0,9.0,0.0,0.0,1.0,0.0,17.0,9.0,0.0,0.0,1.0,0.0,17.0,219545.0,67241.0
2688,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,6.0,254747.0,164318.0
2689,3.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,0.0,1.0,0.0,14.0,280381.0,12224.0
2690,38.0,2.0,1.0,1.0,1.0,98.0,14.0,0.0,0.0,1.0,0.0,32.0,9.0,0.0,0.0,1.0,0.0,23.0,270589.0,5505.0
2691,9.0,0.0,0.0,1.0,0.0,24.0,9.0,0.0,0.0,1.0,0.0,24.0,9.0,0.0,0.0,1.0,0.0,24.0,288602.0,12564.0
2692,2.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,301905.0,74609.0
2693,6.0,1.0,0.0,1.0,0.0,51.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,1.0,0.0,35.0,206804.0,149854.0
2694,4.0,0.0,0.0,1.0,0.0,17.0,2.0,0.0,0.0,1.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,8.0,241136.0,96887.0
2695,4.0,0.0,0.0,1.0,0.0,11.0,4.0,0.0,0.0,1.0,0.0,11.0,4.0,0.0,0.0,1.0,0.0,11.0,302460.0,149854.0
2696,4.0,0.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,1.0,0.0,12.0,4.0,0.0,0.0,1.0,0.0,12.0,244591.0,62476.0
2697,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,284414.0,86622.0
2698,7.0,0.0,0.0,1.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,9.0,6.0,0.0,0.0,1.0,0.0,9.0,243092.0,31662.0
2699,11.0,0.0,0.0,1.0,0.0,31.0,8.0,0.0,0.0,1.0,0.0,24.0,8.0,0.0,0.0,1.0,0.0,24.0,229687.0,155017.0
2700,6.0,1.0,0.0,1.0,0.0,11.0,6.0,1.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,3.0,238523.0,145895.0
2701,5.0,0.0,0.0,1.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,7.0,286303.0,85557.0
