sku_id,a1,a2,a3,cate,brand,browse_num,addcart_num,delcart_num,buy_num,favor_num,click_num,buy_addcart_ratio,buy_browse_ratio,buy_click_ratio,buy_favor_ratio,comment_num,has_bad_comment,bad_comment_rate,average_delta_time
146555,3,2,2,8,571,,,,,,,,,,,,,,
146559,3,1,2,8,489,,,,,,,,,,,,,,
146569,2,1,2,8,812,,,,,,,,,,,1.0,0.0,0.0,
146582,3,1,1,8,214,,,,,,,,,,,,,,
146592,1,2,2,8,403,792.0,26.0,11.0,0.0,9.0,2839.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0649,
146596,3,1,2,8,214,,,,,,,,,,,,,,
146598,2,1,2,8,623,70.0,2.0,2.0,0.0,1.0,199.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
146606,2,1,1,8,812,,,,,,,,,,,,,,
146609,3,1,2,8,214,,,,,,,,,,,,,,
146613,-1,1,-1,8,225,,,,,,,,,,,2.0,0.0,0.0,
146622,2,1,2,8,623,,,,,,,,,,,,,,
146623,3,2,1,8,214,,,,,,,,,,,3.0,0.0,0.0,
146624,3,-1,-1,8,214,,,,,,,,,,,,,,
146632,3,2,2,8,214,,,,,,,,,,,,,,
146633,3,-1,-1,8,489,,,,,,,,,,,,,,
146634,1,1,2,8,545,121.0,0.0,0.0,0.0,0.0,302.0,,0.0,0.0,,,,,
146638,3,2,-1,8,214,,,,,,,,,,,2.0,0.0,0.0,
146642,3,1,2,8,214,,,,,,,,,,,,,,
146650,3,2,-1,8,214,139.0,1.0,1.0,0.0,1.0,336.0,0.0,0.0,0.0,0.0,4.0,1.0,0.023,
146655,3,1,1,8,489,,,,,,,,,,,,,,
146664,1,1,1,8,693,,,,,,,,,,,4.0,1.0,0.067,
146666,1,1,2,8,885,,,,,,,,,,,4.0,1.0,0.0541,
146674,3,2,2,8,489,,,,,,,,,,,,,,
146687,3,2,2,8,489,,,,,,,,,,,,,,
146688,2,1,2,8,812,,,,,,,,,,,2.0,0.0,0.0,
146689,3,1,1,8,489,,,,,,,,,,,,,,
14669,3,-1,1,8,489,,,,,,,,,,,2.0,0.0,0.0,
146695,1,2,1,8,677,,,,,,,,,,,,,,
146697,3,1,2,8,489,,,,,,,,,,,,,,
146704,1,1,1,8,800,3193.0,105.0,22.0,7.0,27.0,9329.0,0.0666666666667,0.00219229564673,0.000750348376032,0.259259259259,3.0,1.0,0.0345,0 days 07:26:07.000000000
146709,3,2,1,8,306,,,,,,,,,,,,,,
146721,2,1,2,8,812,,,,,,,,,,,,,,
146722,3,2,2,8,214,,,,,,,,,,,,,,
146730,2,2,1,8,124,,,,,,,,,,,,,,
146732,3,1,1,8,306,,,,,,,,,,,4.0,1.0,0.0182,
146736,3,2,1,8,214,,,,,,,,,,,,,,
146738,2,1,2,8,655,,,,,,,,,,,,,,
146739,1,1,1,8,885,204.0,0.0,0.0,0.0,0.0,509.0,,0.0,0.0,,4.0,1.0,0.0506,
146745,3,2,2,8,489,,,,,,,,,,,,,,
146751,3,1,2,8,489,,,,,,,,,,,,,,
146754,3,2,2,8,306,,,,,,,,,,,3.0,0.0,0.0,
146756,3,1,2,8,489,,,,,,,,,,,2.0,0.0,0.0,
146759,2,1,2,8,812,,,,,,,,,,,2.0,1.0,0.25,
146760,3,-1,-1,8,489,,,,,,,,,,,,,,
146761,2,-1,-1,8,124,,,,,,,,,,,,,,
146764,1,2,2,8,375,,,,,,,,,,,,,,
146768,3,1,1,8,214,,,,,,,,,,,,,,
146784,3,1,2,8,489,,,,,,,,,,,,,,
14679,3,1,2,8,214,,,,,,,,,,,1.0,0.0,0.0,
146792,1,-1,1,8,800,,,,,,,,,,,,,,
146796,3,1,1,8,214,,,,,,,,,,,,,,
146802,3,1,2,8,489,,,,,,,,,,,,,,
146805,3,2,2,8,214,,,,,,,,,,,,,,
146819,1,1,1,8,545,,,,,,,,,,,3.0,1.0,0.0556,
146821,3,1,1,8,489,,,,,,,,,,,,,,
146824,3,1,2,8,214,,,,,,,,,,,,,,
146826,3,1,2,8,214,95.0,1.0,2.0,0.0,0.0,254.0,0.0,0.0,0.0,,3.0,1.0,0.0714,
14683,3,2,1,8,489,,,,,,,,,,,,,,
146852,3,1,1,8,489,,,,,,,,,,,,,,
14686,2,2,2,8,124,,,,,,,,,,,3.0,1.0,0.0952,
146868,3,2,1,8,489,,,,,,,,,,,,,,
146871,2,1,2,8,635,,,,,,,,,,,,,,
146882,2,2,1,8,124,,,,,,,,,,,,,,
146885,-1,1,1,8,556,7.0,0.0,0.0,0.0,0.0,20.0,,0.0,0.0,,4.0,1.0,0.1091,
146890,2,1,2,8,804,,,,,,,,,,,,,,
146915,2,-1,-1,8,623,,,,,,,,,,,,,,
146923,3,2,-1,8,489,,,,,,,,,,,2.0,1.0,0.1667,
146924,1,2,2,8,885,,,,,,,,,,,,,,
146939,3,-1,2,8,489,,,,,,,,,,,,,,
146945,3,2,-1,8,214,,,,,,,,,,,,,,
146957,3,2,2,8,214,,,,,,,,,,,,,,
14696,3,2,1,8,489,,,,,,,,,,,,,,
146976,-1,-1,1,8,605,,,,,,,,,,,,,,
14698,3,2,2,8,214,,,,,,,,,,,,,,
146980,2,2,2,8,124,,,,,,,,,,,,,,
146982,3,1,2,8,489,,,,,,,,,,,2.0,0.0,0.0,
146988,1,-1,2,8,885,,,,,,,,,,,,,,
146989,2,2,2,8,623,,,,,,,,,,,3.0,1.0,0.0357,
146990,3,-1,-1,8,214,,,,,,,,,,,,,,
146996,2,2,2,8,623,,,,,,,,,,,,,,
146999,1,2,1,8,658,,,,,,,,,,,,,,
147002,-1,1,1,8,766,,,,,,,,,,,,,,
147003,3,1,1,8,489,,,,,,,,,,,,,,
147006,3,-1,2,8,489,,,,,,,,,,,,,,
147008,3,2,1,8,489,,,,,,,,,,,3.0,0.0,0.0,
147016,1,2,2,8,800,15.0,0.0,0.0,0.0,0.0,48.0,,0.0,0.0,,,,,
147023,-1,2,2,8,562,,,,,,,,,,,,,,
147026,3,1,1,8,306,,,,,,,,,,,,,,
147032,3,1,1,8,214,,,,,,,,,,,,,,
147034,3,1,2,8,214,,,,,,,,,,,,,,
147035,3,1,-1,8,489,,,,,,,,,,,2.0,0.0,0.0,
147043,3,1,1,8,489,,,,,,,,,,,,,,
147053,3,-1,1,8,489,,,,,,,,,,,,,,
147054,3,1,1,8,489,54.0,0.0,0.0,0.0,0.0,132.0,,0.0,0.0,,2.0,0.0,0.0,
147055,2,-1,-1,8,623,,,,,,,,,,,,,,
147070,1,2,1,8,545,,,,,,,,,,,4.0,0.0,0.0,
147073,3,2,1,8,214,,,,,,,,,,,,,,
147074,1,-1,-1,8,800,11.0,1.0,1.0,0.0,0.0,41.0,0.0,0.0,0.0,,,,,
147082,3,2,1,8,214,,,,,,,,,,,,,,
147083,3,2,1,8,214,,,,,,,,,,,,,,
147089,3,2,1,8,214,,,,,,,,,,,,,,
147095,3,2,-1,8,489,,,,,,,,,,,2.0,0.0,0.0,
147099,2,1,2,8,124,,,,,,,,,,,,,,
147109,3,1,2,8,489,,,,,,,,,,,,,,
14711,3,1,2,8,214,,,,,,,,,,,,,,
147113,1,1,2,8,30,,,,,,,,,,,,,,
147126,3,1,1,8,489,,,,,,,,,,,,,,
147131,3,1,2,8,214,,,,,,,,,,,1.0,0.0,0.0,
147135,3,-1,2,8,489,,,,,,,,,,,,,,
147138,2,2,2,8,812,,,,,,,,,,,,,,
147147,3,1,1,8,489,,,,,,,,,,,,,,
14715,2,2,2,8,812,,,,,,,,,,,,,,
147154,3,1,1,8,489,,,,,,,,,,,4.0,1.0,0.0833,
14717,2,1,2,8,623,,,,,,,,,,,,,,
147175,3,2,2,8,214,,,,,,,,,,,,,,
147195,3,1,2,8,571,,,,,,,,,,,,,,
147197,1,1,1,8,403,2.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,,4.0,1.0,0.0455,
1472,3,-1,-1,8,214,,,,,,,,,,,,,,
147206,3,2,2,8,489,,,,,,,,,,,,,,
147213,2,2,1,8,812,,,,,,,,,,,2.0,0.0,0.0,
147215,1,1,1,8,885,,,,,,,,,,,3.0,1.0,0.0667,
147218,2,2,2,8,812,589.0,32.0,15.0,0.0,6.0,1536.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,
147219,1,2,2,8,800,35.0,1.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,,2.0,0.0,0.0,
147223,1,1,2,8,375,,,,,,,,,,,,,,
147224,1,1,2,8,800,,,,,,,,,,,2.0,1.0,0.3333,
147228,3,-1,-1,8,214,,,,,,,,,,,,,,
147242,3,-1,-1,8,214,,,,,,,,,,,,,,
147248,1,2,2,8,800,1.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,,,,
147253,3,1,-1,8,306,,,,,,,,,,,,,,
147257,3,1,2,8,306,,,,,,,,,,,,,,
147269,1,1,1,8,30,,,,,,,,,,,,,,
147276,-1,-1,1,8,70,,,,,,,,,,,,,,
147284,1,-1,2,8,30,,,,,,,,,,,,,,
14729,1,1,1,8,693,,,,,,,,,,,,,,
147292,2,1,2,8,124,,,,,,,,,,,,,,
147298,3,-1,1,8,489,,,,,,,,,,,,,,
14730,3,1,2,8,571,,,,,,,,,,,,,,
147300,3,1,2,8,489,,,,,,,,,,,,,,
147302,2,1,2,8,124,,,,,,,,,,,3.0,1.0,0.1538,
147304,1,1,-1,8,545,,,,,,,,,,,2.0,0.0,0.0,
147321,3,-1,1,8,214,,,,,,,,,,,,,,
147335,3,1,2,8,489,79.0,0.0,0.0,0.0,0.0,178.0,,0.0,0.0,,,,,
147339,3,1,2,8,489,,,,,,,,,,,,,,
147342,2,1,2,8,812,316.0,15.0,9.0,0.0,6.0,834.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
147344,3,2,2,8,489,,,,,,,,,,,,,,
14736,-1,-1,1,8,484,,,,,,,,,,,1.0,0.0,0.0,
147385,3,1,2,8,489,,,,,,,,,,,,,,
147397,-1,2,2,8,88,,,,,,,,,,,1.0,0.0,0.0,
147398,2,1,2,8,635,,,,,,,,,,,,,,
147399,3,-1,2,8,489,,,,,,,,,,,,,,
147403,3,1,-1,8,214,,,,,,,,,,,,,,
14742,3,1,-1,8,214,,,,,,,,,,,,,,
147430,3,1,2,8,489,,,,,,,,,,,,,,
147445,3,1,2,8,214,,,,,,,,,,,,,,
147464,2,2,2,8,124,,,,,,,,,,,,,,
14747,-1,-1,-1,8,200,,,,,,,,,,,,,,
147471,1,2,1,8,693,,,,,,,,,,,,,,
147495,1,-1,1,8,545,,,,,,,,,,,,,,
147500,3,1,1,8,489,,,,,,,,,,,,,,
147518,3,1,2,8,214,77.0,2.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,,2.0,0.0,0.0,
147529,1,1,1,8,403,,,,,,,,,,,3.0,0.0,0.0,
147530,2,-1,-1,8,124,,,,,,,,,,,,,,
147536,3,1,2,8,214,,,,,,,,,,,,,,
147546,2,2,1,8,812,32.0,1.0,1.0,0.0,0.0,77.0,0.0,0.0,0.0,,,,,
147548,1,-1,1,8,800,,,,,,,,,,,,,,
147564,3,2,1,8,571,,,,,,,,,,,,,,
147565,2,1,1,8,124,,,,,,,,,,,,,,
147567,1,1,2,8,545,104.0,0.0,0.0,0.0,0.0,285.0,,0.0,0.0,,,,,
147568,3,1,2,8,214,4.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,2.0,0.0,0.0,
147569,3,1,2,8,489,,,,,,,,,,,,,,
147570,1,1,1,8,885,,,,,,,,,,,,,,
147572,1,1,-1,8,30,,,,,,,,,,,,,,
147584,1,-1,-1,8,545,,,,,,,,,,,,,,
14760,3,1,2,8,489,,,,,,,,,,,4.0,1.0,0.0133,
147613,1,1,2,8,545,,,,,,,,,,,,,,
147646,3,2,1,8,489,,,,,,,,,,,,,,
147654,3,2,2,8,214,138.0,2.0,1.0,0.0,0.0,349.0,0.0,0.0,0.0,,,,,
147657,3,1,-1,8,489,,,,,,,,,,,,,,
147658,-1,-1,-1,8,91,,,,,,,,,,,,,,
14767,3,-1,-1,8,306,,,,,,,,,,,,,,
147689,1,2,1,8,800,,,,,,,,,,,,,,
147704,3,1,-1,8,489,,,,,,,,,,,,,,
14771,2,1,2,8,812,,,,,,,,,,,,,,
14772,3,1,2,8,214,73.0,0.0,0.0,0.0,0.0,221.0,,0.0,0.0,,,,,
147723,1,2,2,8,403,,,,,,,,,,,,,,
147727,3,2,2,8,489,,,,,,,,,,,,,,
147731,1,2,1,8,693,,,,,,,,,,,,,,
147734,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,2.0,0.0,0.0,
147750,1,1,1,8,30,,,,,,,,,,,,,,
147757,1,1,1,8,545,452.0,23.0,17.0,4.0,4.0,1232.0,0.173913043478,0.00884955752212,0.00324675324675,1.0,4.0,1.0,0.0366,0 days 13:11:51.250000000
147759,3,-1,2,8,489,,,,,,,,,,,,,,
147762,1,1,2,8,800,,,,,,,,,,,,,,
147765,3,2,2,8,214,,,,,,,,,,,,,,
147772,2,1,2,8,812,,,,,,,,,,,,,,
147780,3,1,1,8,214,,,,,,,,,,,,,,
147785,2,1,2,8,623,45.0,1.0,2.0,0.0,1.0,95.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
147787,3,1,-1,8,214,,,,,,,,,,,,,,
147796,3,1,1,8,489,17227.0,1221.0,482.0,67.0,125.0,43514.0,0.0548730548731,0.00388924362919,0.00153973433837,0.536,4.0,1.0,0.0134,2 days 11:01:57.156250000
147807,3,1,2,8,489,,,,,,,,,,,,,,
147808,3,2,1,8,489,,,,,,,,,,,,,,
147809,3,2,2,8,489,,,,,,,,,,,,,,
147813,1,1,1,8,545,,,,,,,,,,,4.0,1.0,0.0164,
147814,-1,-1,1,8,622,79.0,1.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,,2.0,1.0,0.3333,
147819,2,1,2,8,635,,,,,,,,,,,,,,
147823,3,-1,-1,8,214,,,,,,,,,,,,,,
147828,3,1,1,8,489,,,,,,,,,,,,,,
147833,1,1,1,8,403,478.0,29.0,9.0,1.0,3.0,1219.0,0.0344827586207,0.00209205020921,0.000820344544709,0.333333333333,3.0,0.0,0.0,4 days 22:04:02.000000000
147835,1,1,1,8,693,,,,,,,,,,,,,,
147841,2,2,2,8,812,,,,,,,,,,,,,,
147846,1,1,1,8,693,,,,,,,,,,,,,,
147849,2,1,2,8,623,,,,,,,,,,,3.0,1.0,0.0714,
147850,1,2,2,8,545,,,,,,,,,,,,,,
147851,1,2,1,8,30,,,,,,,,,,,4.0,1.0,0.0562,
147857,3,1,2,8,306,103.0,1.0,1.0,0.0,0.0,261.0,0.0,0.0,0.0,,4.0,1.0,0.1094,
147869,3,-1,2,8,214,,,,,,,,,,,,,,
147884,3,-1,-1,8,214,,,,,,,,,,,,,,
147891,3,1,2,8,214,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,3.0,1.0,0.0222,
147901,3,1,2,8,214,3191.0,67.0,39.0,2.0,27.0,8257.0,0.0298507462687,0.000626762770291,0.000242218723507,0.0740740740741,3.0,0.0,0.0,32 days 18:19:50.000000000
147909,1,1,1,8,403,15.0,0.0,0.0,0.0,0.0,14.0,,0.0,0.0,,4.0,1.0,0.0363,
147914,3,1,1,8,214,,,,,,,,,,,,,,
147917,1,-1,1,8,800,,,,,,,,,,,,,,
147929,2,1,2,8,623,392.0,4.0,0.0,0.0,1.0,1010.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
14793,2,1,2,8,124,,,,,,,,,,,1.0,0.0,0.0,
147930,3,1,2,8,214,,,,,,,,,,,,,,
147931,1,-1,1,8,403,,,,,,,,,,,,,,
147933,3,1,2,8,489,,,,,,,,,,,,,,
147966,2,2,2,8,623,,,,,,,,,,,,,,
147969,3,1,2,8,489,,,,,,,,,,,,,,
147972,2,1,2,8,812,14.0,1.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,,2.0,0.0,0.0,
147974,3,1,2,8,489,,,,,,,,,,,,,,
147981,3,2,-1,8,214,,,,,,,,,,,,,,
147986,2,1,2,8,124,,,,,,,,,,,,,,
147989,3,1,-1,8,214,604.0,0.0,0.0,0.0,7.0,1459.0,,0.0,0.0,0.0,,,,
14799,2,1,2,8,623,,,,,,,,,,,,,,
148001,1,2,1,8,403,854.0,39.0,14.0,4.0,6.0,2255.0,0.102564102564,0.00468384074941,0.00177383592018,0.666666666667,3.0,0.0,0.0,3 days 06:47:32.250000000
148010,3,2,-1,8,214,40.0,0.0,0.0,0.0,0.0,90.0,,0.0,0.0,,3.0,0.0,0.0,
148020,3,1,2,8,214,,,,,,,,,,,,,,
148021,2,-1,-1,8,623,,,,,,,,,,,,,,
148043,3,1,-1,8,214,,,,,,,,,,,,,,
148053,3,1,1,8,214,2.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,,2.0,1.0,0.2,
148057,3,2,1,8,214,,,,,,,,,,,,,,
148059,1,1,1,8,30,,,,,,,,,,,,,,
148060,3,-1,1,8,489,,,,,,,,,,,,,,
148070,3,1,1,8,489,,,,,,,,,,,2.0,0.0,0.0,
148076,3,1,2,8,489,,,,,,,,,,,,,,
148077,3,1,2,8,489,,,,,,,,,,,,,,
14808,3,2,2,8,214,83.0,6.0,1.0,0.0,0.0,272.0,0.0,0.0,0.0,,3.0,1.0,0.0714,
148088,3,1,2,8,571,,,,,,,,,,,,,,
148096,-1,1,1,8,766,,,,,,,,,,,,,,
148121,3,-1,2,8,489,,,,,,,,,,,,,,
148139,1,-1,-1,8,545,,,,,,,,,,,2.0,0.0,0.0,
148144,3,1,2,8,489,,,,,,,,,,,,,,
148148,1,1,2,8,800,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,
14815,3,1,1,8,489,,,,,,,,,,,,,,
148150,3,2,2,8,489,,,,,,,,,,,,,,
14819,1,-1,1,8,800,,,,,,,,,,,,,,
148197,3,2,2,8,214,311.0,20.0,4.0,0.0,6.0,960.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
14820,3,2,1,8,214,,,,,,,,,,,,,,
148211,3,1,2,8,489,,,,,,,,,,,,,,
148216,3,1,2,8,571,,,,,,,,,,,,,,
148221,3,2,2,8,489,,,,,,,,,,,2.0,0.0,0.0,
148228,3,-1,-1,8,306,,,,,,,,,,,,,,
14823,2,1,2,8,635,,,,,,,,,,,,,,
148230,2,1,2,8,124,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,3.0,1.0,0.093,
148234,3,1,1,8,489,,,,,,,,,,,,,,
148242,2,1,2,8,812,,,,,,,,,,,,,,
148243,3,2,2,8,489,,,,,,,,,,,,,,
14831,3,1,1,8,214,,,,,,,,,,,,,,
148311,3,-1,2,8,489,,,,,,,,,,,,,,
148317,-1,1,-1,8,225,,,,,,,,,,,2.0,0.0,0.0,
148320,3,1,1,8,306,,,,,,,,,,,3.0,1.0,0.0217,
148324,3,2,2,8,214,,,,,,,,,,,,,,
148327,3,1,2,8,489,,,,,,,,,,,,,,
148334,1,-1,-1,8,885,133.0,0.0,1.0,0.0,1.0,312.0,,0.0,0.0,0.0,3.0,0.0,0.0,
148337,-1,-1,1,8,622,,,,,,,,,,,3.0,1.0,0.0857,
148339,1,1,2,8,800,,,,,,,,,,,3.0,1.0,0.0952,
14834,3,1,2,8,214,,,,,,,,,,,2.0,0.0,0.0,
148349,-1,1,1,8,766,,,,,,,,,,,,,,
14835,3,1,1,8,214,44.0,0.0,0.0,0.0,0.0,130.0,,0.0,0.0,,2.0,0.0,0.0,
148357,3,1,2,8,489,,,,,,,,,,,,,,
14836,3,1,1,8,306,,,,,,,,,,,4.0,1.0,0.025,
148370,3,1,2,8,489,,,,,,,,,,,,,,
148379,1,-1,-1,8,403,,,,,,,,,,,,,,
148381,1,1,1,8,30,,,,,,,,,,,,,,
148388,3,1,1,8,214,56.0,1.0,1.0,0.0,0.0,158.0,0.0,0.0,0.0,,,,,
148392,3,2,1,8,489,,,,,,,,,,,2.0,0.0,0.0,
148393,1,1,1,8,693,,,,,,,,,,,,,,
148408,-1,1,2,8,70,,,,,,,,,,,,,,
148409,3,1,2,8,214,176.0,3.0,1.0,0.0,1.0,468.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0323,
148412,1,1,-1,8,30,,,,,,,,,,,2.0,1.0,0.2,
148415,1,2,1,8,693,,,,,,,,,,,,,,
148421,3,1,2,8,214,4341.0,162.0,45.0,13.0,59.0,11554.0,0.0802469135802,0.00299470168164,0.0011251514627,0.220338983051,4.0,1.0,0.0342,7 days 19:19:18.000000000
148427,2,1,1,8,812,,,,,,,,,,,1.0,0.0,0.0,
148434,3,2,2,8,306,1857.0,80.0,31.0,2.0,14.0,4783.0,0.025,0.00107700592353,0.000418147606105,0.142857142857,2.0,0.0,0.0,12 days 06:25:16.000000000
148437,3,1,2,8,489,,,,,,,,,,,,,,
148438,3,1,1,8,214,58.0,0.0,0.0,0.0,1.0,182.0,,0.0,0.0,0.0,,,,
14844,1,2,1,8,545,426.0,19.0,5.0,2.0,7.0,1078.0,0.105263157895,0.00469483568075,0.00185528756957,0.285714285714,3.0,0.0,0.0,2 days 11:05:07.000000000
148455,3,2,2,8,214,,,,,,,,,,,,,,
148462,3,1,1,8,214,,,,,,,,,,,,,,
148466,-1,-1,1,8,321,,,,,,,,,,,,,,
14847,3,1,2,8,489,,,,,,,,,,,,,,
148473,1,-1,-1,8,30,,,,,,,,,,,,,,
148474,3,1,2,8,489,,,,,,,,,,,,,,
148479,1,1,2,8,545,,,,,,,,,,,,,,
148482,1,-1,2,8,885,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,2.0,0.0,0.0,
148498,3,1,1,8,306,,,,,,,,,,,3.0,1.0,0.0606,
148499,3,-1,-1,8,214,,,,,,,,,,,,,,
148501,3,1,2,8,489,,,,,,,,,,,,,,
148509,1,2,1,8,693,,,,,,,,,,,,,,
14852,1,-1,-1,8,885,,,,,,,,,,,,,,
148541,1,1,2,8,800,,,,,,,,,,,,,,
148560,3,2,2,8,214,62.0,1.0,0.0,0.0,1.0,164.0,0.0,0.0,0.0,0.0,,,,
148565,1,1,2,8,885,,,,,,,,,,,,,,
148590,3,2,2,8,489,,,,,,,,,,,,,,
148596,3,1,2,8,214,463.0,18.0,12.0,0.0,10.0,1249.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0357,
148608,3,1,2,8,489,,,,,,,,,,,,,,
148614,3,1,2,8,214,,,,,,,,,,,,,,
148620,3,1,1,8,489,,,,,,,,,,,3.0,0.0,0.0,
148627,2,1,2,8,812,,,,,,,,,,,,,,
148629,3,1,2,8,489,,,,,,,,,,,2.0,1.0,0.2,
148630,3,1,1,8,214,,,,,,,,,,,,,,
148633,1,2,2,8,800,158.0,7.0,5.0,0.0,3.0,436.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
148634,2,-1,-1,8,124,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,
148638,2,2,2,8,635,,,,,,,,,,,,,,
14864,-1,1,1,8,766,,,,,,,,,,,,,,
148645,3,1,2,8,489,,,,,,,,,,,,,,
14865,-1,-1,-1,8,801,,,,,,,,,,,2.0,1.0,0.3,
148650,-1,-1,1,8,48,37.0,3.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,,1.0,0.0,0.0,
148666,3,2,1,8,214,,,,,,,,,,,,,,
148669,3,2,1,8,214,,,,,,,,,,,,,,
148673,3,1,2,8,489,272.0,9.0,2.0,0.0,3.0,727.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
148680,3,-1,2,8,489,,,,,,,,,,,,,,
148681,3,1,1,8,489,,,,,,,,,,,,,,
148682,3,1,2,8,214,,,,,,,,,,,,,,
14869,3,-1,2,8,489,,,,,,,,,,,,,,
148716,1,1,-1,8,545,,,,,,,,,,,,,,
148718,2,-1,-1,8,124,,,,,,,,,,,,,,
148719,1,1,1,8,545,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.0,0.0,0.0,
148766,3,1,-1,8,489,,,,,,,,,,,2.0,0.0,0.0,
148767,1,-1,1,8,658,34.0,1.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,,2.0,0.0,0.0,
14877,3,1,1,8,489,,,,,,,,,,,4.0,1.0,0.0274,
148770,1,2,2,8,545,,,,,,,,,,,,,,
148776,1,1,1,8,800,127.0,14.0,4.0,0.0,1.0,325.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1587,
14879,1,1,1,8,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,1.0,0.0229,
148791,3,2,-1,8,489,,,,,,,,,,,,,,
148797,1,1,2,8,545,3.0,0.0,0.0,0.0,0.0,19.0,,0.0,0.0,,4.0,1.0,0.0546,
148810,2,2,2,8,623,,,,,,,,,,,1.0,0.0,0.0,
148812,3,1,1,8,489,,,,,,,,,,,,,,
148825,-1,1,-1,8,244,,,,,,,,,,,,,,
148836,2,1,2,8,124,1.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,,4.0,1.0,0.1071,
148838,3,1,2,8,214,,,,,,,,,,,2.0,0.0,0.0,
14884,3,2,2,8,489,,,,,,,,,,,,,,
148856,1,1,1,8,658,652.0,44.0,17.0,3.0,5.0,1666.0,0.0681818181818,0.00460122699387,0.00180072028812,0.6,4.0,1.0,0.0443,11 days 02:56:58.000000000
148861,3,-1,2,8,489,,,,,,,,,,,,,,
148869,3,1,2,8,489,,,,,,,,,,,2.0,0.0,0.0,
148876,1,-1,-1,8,885,,,,,,,,,,,,,,
148894,1,1,-1,8,658,,,,,,,,,,,2.0,0.0,0.0,
148895,1,-1,2,8,545,,,,,,,,,,,,,,
148900,2,1,2,8,623,,,,,,,,,,,1.0,0.0,0.0,
148907,1,1,2,8,885,48.0,1.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,,,,,
148915,3,2,2,8,214,,,,,,,,,,,,,,
148918,-1,-1,1,8,766,,,,,,,,,,,,,,
148923,3,2,2,8,489,,,,,,,,,,,,,,
148925,3,-1,2,8,489,,,,,,,,,,,,,,
148930,1,-1,1,8,14,,,,,,,,,,,,,,
14894,3,1,2,8,214,,,,,,,,,,,4.0,1.0,0.0441,
148940,-1,1,1,8,766,,,,,,,,,,,,,,
148942,3,2,2,8,489,,,,,,,,,,,,,,
148944,3,1,2,8,489,,,,,,,,,,,,,,
148947,3,1,2,8,489,,,,,,,,,,,,,,
148953,1,2,1,8,14,,,,,,,,,,,,,,
148961,3,1,1,8,214,,,,,,,,,,,4.0,1.0,0.002,
148966,2,1,2,8,623,145.0,10.0,5.0,0.0,1.0,384.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
148970,1,1,1,8,545,,,,,,,,,,,,,,
148971,3,-1,1,8,214,345.0,2.0,1.0,0.0,2.0,838.0,0.0,0.0,0.0,0.0,,,,
148985,3,1,2,8,214,,,,,,,,,,,,,,
148987,3,1,1,8,489,,,,,,,,,,,3.0,1.0,0.0952,
148991,2,1,2,8,623,,,,,,,,,,,,,,
149022,3,1,2,8,489,,,,,,,,,,,,,,
149026,2,1,2,8,124,,,,,,,,,,,,,,
149037,3,1,2,8,489,,,,,,,,,,,,,,
149057,3,2,1,8,489,,,,,,,,,,,,,,
149058,3,1,1,8,214,636.0,13.0,3.0,0.0,9.0,1825.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0588,
149071,3,2,-1,8,489,,,,,,,,,,,,,,
149080,3,1,2,8,489,,,,,,,,,,,,,,
149087,3,1,2,8,214,,,,,,,,,,,,,,
149094,3,2,2,8,306,,,,,,,,,,,,,,
149097,-1,-1,1,8,127,,,,,,,,,,,,,,
149102,3,1,2,8,489,,,,,,,,,,,,,,
