,buy_duration
1615,0 days 14:25:28.000000000
1616,0 days 14:28:57.000000000
1617,0 days 00:25:23.000000000
1618,0 days 00:22:27.000000000
1619,0 days 00:06:49.000000000
1620,0 days 00:34:09.000000000
1621,0 days 10:10:33.000000000
1622,0 days 00:16:03.000000000
1623,0 days 07:43:18.000000000
1624,0 days 00:27:29.000000000
1625,0 days 14:11:18.000000000
1626,0 days 07:42:58.000000000
1627,0 days 02:47:17.000000000
1628,0 days 03:11:38.000000000
1629,0 days 02:59:05.000000000
1630,0 days 00:47:19.000000000
1631,1 days 23:04:46.000000000
1632,0 days 06:06:39.000000000
1633,0 days 05:55:11.000000000
1634,0 days 00:14:58.000000000
1635,0 days 14:50:06.000000000
1636,6 days 11:20:46.000000000
1637,1 days 14:50:45.000000000
1638,0 days 05:30:58.000000000
1639,0 days 00:20:08.000000000
1640,2 days 01:31:42.000000000
1641,6 days 17:54:10.000000000
1642,3 days 10:10:39.000000000
1643,1 days 11:01:31.000000000
1644,6 days 12:29:14.000000000
1645,1 days 01:24:59.000000000
1646,0 days 02:59:12.000000000
1647,5 days 02:52:11.000000000
1648,0 days 00:09:25.000000000
1649,2 days 09:31:31.000000000
1650,0 days 01:00:36.000000000
1651,0 days 11:58:11.000000000
1652,0 days 00:07:03.000000000
1653,5 days 07:49:53.000000000
1654,0 days 00:06:57.000000000
1655,3 days 13:31:34.000000000
1656,0 days 07:43:25.000000000
1657,1 days 18:06:49.000000000
1658,4 days 16:17:04.000000000
1659,0 days 00:00:38.000000000
1660,0 days 12:40:03.000000000
1661,4 days 18:34:32.000000000
1662,0 days 20:31:02.000000000
1663,2 days 10:41:17.000000000
1664,2 days 08:27:48.000000000
1665,6 days 14:08:40.000000000
1666,0 days 01:06:16.000000000
1667,3 days 20:08:08.000000000
1668,0 days 00:32:41.000000000
1669,0 days 01:06:45.000000000
1670,0 days 17:25:19.000000000
1671,0 days 00:03:23.000000000
1672,2 days 22:30:47.000000000
1673,1 days 18:17:29.000000000
1674,5 days 21:24:07.000000000
1675,0 days 00:29:34.000000000
1676,0 days 00:07:17.000000000
1678,0 days 22:40:10.000000000
1679,0 days 14:22:47.000000000
1680,0 days 00:15:04.000000000
1681,0 days 16:33:32.000000000
1682,0 days 01:10:48.000000000
1683,0 days 01:38:12.000000000
1684,0 days 01:45:17.000000000
1685,0 days 00:18:26.000000000
1686,1 days 00:38:05.000000000
1687,0 days 23:56:03.000000000
1688,0 days 19:04:57.000000000
1689,0 days 21:05:41.000000000
1690,0 days 00:32:17.000000000
1691,0 days 00:32:48.000000000
1692,0 days 00:02:09.000000000
1693,0 days 00:46:15.000000000
1694,4 days 00:37:30.000000000
1695,0 days 01:48:02.000000000
1696,0 days 00:09:36.000000000
1697,0 days 20:51:27.000000000
1698,2 days 16:35:08.000000000
1699,0 days 00:00:47.000000000
1700,5 days 23:50:48.000000000
1701,0 days 00:14:15.000000000
1702,6 days 03:12:23.000000000
1703,0 days 19:45:40.000000000
1704,0 days 17:33:01.000000000
1705,2 days 16:04:43.000000000
1706,0 days 00:07:59.000000000
1707,0 days 01:18:02.000000000
1708,0 days 17:45:05.000000000
1709,1 days 01:36:54.000000000
1710,1 days 03:04:18.000000000
1711,6 days 00:03:21.000000000
1712,2 days 13:54:42.000000000
1713,0 days 00:13:54.000000000
1714,0 days 00:22:41.000000000
1715,0 days 00:04:34.000000000
1716,6 days 19:55:18.000000000
1717,6 days 17:35:47.000000000
1718,0 days 00:51:25.000000000
1719,0 days 00:49:36.000000000
1720,3 days 01:08:51.000000000
1721,0 days 00:04:48.000000000
1722,0 days 00:10:22.000000000
1723,0 days 00:50:07.000000000
1724,4 days 03:07:18.000000000
1725,0 days 15:31:25.000000000
1726,0 days 00:24:38.000000000
1727,0 days 01:47:14.000000000
1728,6 days 01:18:04.000000000
1729,0 days 00:01:43.000000000
1730,0 days 00:21:54.000000000
1731,0 days 22:39:21.000000000
1732,5 days 15:51:15.000000000
1733,0 days 00:00:00.000000000
1734,1 days 22:00:51.000000000
1735,0 days 00:29:21.000000000
1736,0 days 00:03:09.000000000
1737,0 days 00:04:14.000000000
1738,0 days 00:13:55.000000000
1739,4 days 22:04:02.000000000
1740,4 days 21:23:36.000000000
1741,1 days 19:12:39.000000000
1742,0 days 00:00:00.000000000
1743,1 days 17:37:29.000000000
1744,2 days 19:19:17.000000000
1745,4 days 03:36:43.000000000
1746,0 days 00:05:39.000000000
1747,5 days 18:33:41.000000000
1748,0 days 00:15:46.000000000
1749,0 days 00:45:28.000000000
1750,0 days 19:35:18.000000000
1751,7 days 06:30:07.000000000
1752,1 days 04:56:43.000000000
1753,1 days 18:08:01.000000000
1754,4 days 00:13:41.000000000
1755,2 days 20:07:43.000000000
1756,1 days 04:38:39.000000000
1757,0 days 22:18:25.000000000
1758,0 days 01:15:02.000000000
1759,2 days 01:20:41.000000000
1760,0 days 00:04:53.000000000
1762,7 days 07:41:24.000000000
1763,0 days 04:08:55.000000000
1764,0 days 02:58:35.000000000
1765,0 days 04:16:26.000000000
1767,0 days 20:35:27.000000000
1768,2 days 07:50:15.000000000
1769,0 days 00:06:26.000000000
1770,0 days 00:25:28.000000000
1771,7 days 01:36:31.000000000
1772,0 days 03:14:15.000000000
1773,0 days 00:22:15.000000000
1774,0 days 12:38:36.000000000
1775,0 days 00:48:53.000000000
1776,0 days 00:17:11.000000000
1777,7 days 10:37:26.000000000
1778,0 days 00:17:25.000000000
1779,0 days 00:14:45.000000000
1780,2 days 23:42:46.000000000
1781,6 days 10:01:53.000000000
1782,0 days 00:07:28.000000000
1783,0 days 00:15:30.000000000
1784,0 days 00:29:13.000000000
1785,0 days 00:07:38.000000000
1786,0 days 00:23:11.000000000
1787,0 days 07:27:34.000000000
1788,0 days 00:41:43.000000000
1789,7 days 05:06:28.000000000
1790,1 days 05:56:52.000000000
1791,2 days 22:58:29.000000000
1792,3 days 18:22:55.000000000
1793,1 days 06:50:42.000000000
1794,1 days 07:45:04.000000000
1795,0 days 00:43:32.000000000
1796,0 days 00:28:45.000000000
1797,3 days 23:49:08.000000000
1798,0 days 00:07:15.000000000
1799,0 days 23:23:51.000000000
1800,0 days 23:32:58.000000000
1801,0 days 00:12:08.000000000
1802,7 days 05:02:06.000000000
1803,0 days 01:56:47.000000000
1804,5 days 23:52:41.000000000
1805,0 days 00:06:53.000000000
1806,0 days 00:39:46.000000000
1807,0 days 00:06:18.000000000
1808,0 days 00:19:20.000000000
1809,0 days 00:26:21.000000000
1810,6 days 11:48:19.000000000
1811,0 days 00:20:15.000000000
1812,1 days 20:50:50.000000000
1813,0 days 11:23:24.000000000
1814,0 days 10:56:36.000000000
1815,3 days 18:06:40.000000000
1816,0 days 17:33:12.000000000
1817,0 days 14:21:21.000000000
1818,0 days 11:23:21.000000000
1819,2 days 08:59:07.000000000
1820,1 days 18:24:09.000000000
1821,0 days 00:09:31.000000000
1822,0 days 07:00:17.000000000
1823,1 days 12:15:28.000000000
1824,0 days 21:39:01.000000000
1825,2 days 12:25:42.000000000
1826,0 days 00:03:43.000000000
1827,5 days 15:22:11.000000000
1828,0 days 01:22:25.000000000
1829,1 days 13:33:22.000000000
1830,3 days 23:26:19.000000000
1831,0 days 00:02:06.000000000
1832,1 days 12:41:48.000000000
1833,0 days 00:16:46.000000000
1834,0 days 00:56:56.000000000
1835,0 days 00:01:53.000000000
1836,1 days 20:56:59.000000000
1837,1 days 18:40:48.000000000
1838,0 days 02:47:58.000000000
1839,7 days 17:49:47.000000000
1840,1 days 00:29:49.000000000
1841,2 days 00:51:06.000000000
1842,0 days 18:28:32.000000000
1843,0 days 00:01:00.000000000
1844,0 days 00:04:21.000000000
1845,0 days 14:11:37.000000000
1846,0 days 00:49:44.000000000
1847,0 days 00:35:47.000000000
1848,1 days 13:20:01.000000000
1849,6 days 17:57:58.000000000
1850,0 days 00:25:14.000000000
1851,0 days 00:01:34.000000000
1852,0 days 13:25:43.000000000
1853,0 days 00:24:23.000000000
1854,0 days 00:34:43.000000000
1855,0 days 01:13:08.000000000
1857,2 days 03:59:03.000000000
1858,0 days 00:07:42.000000000
1859,0 days 01:17:33.000000000
1860,7 days 01:12:32.000000000
1861,0 days 00:24:39.000000000
1862,2 days 02:10:07.000000000
1863,0 days 01:53:05.000000000
1864,6 days 02:43:49.000000000
1865,6 days 00:34:40.000000000
1866,0 days 01:51:12.000000000
1867,0 days 02:11:51.000000000
1868,0 days 01:44:19.000000000
1869,2 days 01:47:21.000000000
1870,1 days 02:25:39.000000000
1871,7 days 23:24:37.000000000
1872,0 days 00:00:00.000000000
1873,0 days 15:29:10.000000000
1874,2 days 08:24:25.000000000
1875,0 days 04:06:34.000000000
1876,3 days 17:17:06.000000000
1877,0 days 03:37:28.000000000
1878,0 days 00:15:16.000000000
1879,0 days 02:44:19.000000000
1880,0 days 00:44:15.000000000
1881,0 days 00:23:24.000000000
1882,0 days 23:36:09.000000000
1883,0 days 01:04:31.000000000
1884,0 days 00:31:02.000000000
1885,0 days 04:09:25.000000000
1886,1 days 14:26:42.000000000
1887,8 days 05:16:10.000000000
1888,1 days 04:05:31.000000000
1889,1 days 22:05:11.000000000
1890,0 days 09:38:41.000000000
1891,1 days 04:38:05.000000000
1892,2 days 19:37:34.000000000
1893,0 days 00:01:42.000000000
1894,2 days 16:30:25.000000000
1895,4 days 21:40:09.000000000
1896,1 days 12:08:29.000000000
1897,0 days 00:04:59.000000000
1898,0 days 00:03:07.000000000
1899,0 days 00:18:51.000000000
1900,0 days 00:06:45.000000000
1901,2 days 21:00:46.000000000
1902,8 days 05:33:44.000000000
1903,5 days 14:43:03.000000000
1904,0 days 09:11:25.000000000
1905,0 days 06:16:54.000000000
1906,0 days 08:58:13.000000000
1907,0 days 00:17:24.000000000
1908,6 days 02:00:20.000000000
1909,3 days 04:12:05.000000000
1910,0 days 00:08:33.000000000
1911,0 days 09:00:32.000000000
1912,0 days 06:44:27.000000000
1913,0 days 00:53:08.000000000
1914,0 days 00:33:14.000000000
1915,0 days 00:03:13.000000000
1916,0 days 05:06:18.000000000
1917,1 days 00:24:04.000000000
1918,0 days 09:52:18.000000000
1919,0 days 00:30:05.000000000
1920,0 days 03:43:42.000000000
1921,0 days 00:04:11.000000000
1922,5 days 01:06:50.000000000
1923,1 days 00:23:41.000000000
1924,2 days 05:02:35.000000000
1925,6 days 11:11:36.000000000
1926,0 days 00:15:39.000000000
1927,0 days 01:08:53.000000000
1928,0 days 00:47:29.000000000
1929,0 days 00:21:58.000000000
1930,0 days 11:14:01.000000000
1931,1 days 10:51:49.000000000
1932,1 days 04:22:16.000000000
1933,0 days 14:19:39.000000000
1934,0 days 05:08:37.000000000
1935,3 days 23:46:57.000000000
1936,0 days 00:00:52.000000000
1937,0 days 00:18:26.000000000
1938,5 days 13:24:13.000000000
1939,3 days 06:10:30.000000000
1940,0 days 00:02:39.000000000
1941,8 days 02:28:42.000000000
1942,0 days 00:08:57.000000000
1943,3 days 21:39:06.000000000
1944,6 days 14:20:49.000000000
1945,0 days 00:00:20.000000000
1946,2 days 06:14:40.000000000
1947,7 days 06:59:59.000000000
1948,8 days 12:30:26.000000000
1949,6 days 21:50:23.000000000
1950,2 days 12:34:24.000000000
1951,0 days 00:00:27.000000000
1952,3 days 02:20:28.000000000
1953,2 days 09:41:55.000000000
1954,0 days 02:18:47.000000000
1955,0 days 00:00:29.000000000
1956,7 days 19:20:51.000000000
1957,1 days 13:32:27.000000000
1958,2 days 23:33:22.000000000
1959,4 days 12:17:33.000000000
1960,0 days 00:55:48.000000000
1961,8 days 01:26:35.000000000
1962,6 days 07:14:18.000000000
1963,1 days 10:27:36.000000000
1964,2 days 14:26:49.000000000
1965,0 days 10:49:39.000000000
1966,0 days 00:02:11.000000000
1967,8 days 19:49:57.000000000
1968,0 days 00:19:58.000000000
1969,0 days 04:16:51.000000000
1970,0 days 00:02:33.000000000
1971,2 days 06:04:53.000000000
1972,8 days 12:32:28.000000000
1973,0 days 00:01:23.000000000
1974,0 days 00:19:23.000000000
1975,0 days 00:01:00.000000000
1976,0 days 00:01:18.000000000
1977,0 days 00:00:28.000000000
1978,0 days 15:54:41.000000000
1979,6 days 04:05:28.000000000
1980,0 days 00:31:51.000000000
1981,0 days 02:15:02.000000000
1982,1 days 05:24:14.000000000
1983,2 days 21:14:28.000000000
1984,6 days 08:40:47.000000000
1985,1 days 13:48:50.000000000
1986,0 days 00:08:10.000000000
1987,5 days 23:37:55.000000000
1988,3 days 20:51:58.000000000
1989,0 days 19:21:39.000000000
1990,8 days 22:40:52.000000000
1991,3 days 09:31:45.000000000
1992,0 days 00:01:32.000000000
1993,1 days 11:53:21.000000000
1994,8 days 17:07:35.000000000
1995,0 days 09:45:49.000000000
1996,5 days 10:00:58.000000000
1997,0 days 21:27:06.000000000
1998,0 days 16:43:10.000000000
1999,0 days 00:04:05.000000000
2000,0 days 00:47:58.000000000
2001,2 days 22:21:58.000000000
2002,8 days 21:47:38.000000000
2003,0 days 00:15:01.000000000
2004,8 days 13:31:26.000000000
2005,0 days 16:10:50.000000000
2006,6 days 21:14:30.000000000
2007,0 days 12:35:23.000000000
2008,0 days 00:43:34.000000000
2009,2 days 11:59:37.000000000
2010,0 days 05:58:53.000000000
2011,8 days 18:42:51.000000000
2012,1 days 13:29:09.000000000
2013,4 days 16:17:49.000000000
2014,5 days 11:02:26.000000000
2015,0 days 18:04:54.000000000
2016,8 days 17:19:27.000000000
2017,0 days 10:38:06.000000000
2018,4 days 11:21:39.000000000
2019,0 days 18:37:46.000000000
2020,5 days 00:54:05.000000000
2021,7 days 11:11:08.000000000
2022,3 days 13:40:39.000000000
2023,0 days 00:28:44.000000000
2024,0 days 12:35:59.000000000
2025,3 days 21:48:34.000000000
2026,4 days 15:37:32.000000000
2027,2 days 16:48:21.000000000
2028,1 days 21:23:33.000000000
2029,5 days 19:12:20.000000000
2030,3 days 22:10:23.000000000
2031,1 days 22:41:00.000000000
2032,0 days 14:28:23.000000000
2033,0 days 16:15:12.000000000
2034,0 days 00:35:57.000000000
2035,0 days 00:03:51.000000000
2036,0 days 00:09:44.000000000
2037,0 days 20:07:02.000000000
2038,0 days 00:14:15.000000000
2039,1 days 22:54:41.000000000
2040,0 days 23:07:42.000000000
2041,0 days 00:43:17.000000000
2042,0 days 00:20:23.000000000
2043,5 days 04:46:02.000000000
2044,8 days 12:54:55.000000000
2045,8 days 20:27:46.000000000
2046,8 days 21:04:27.000000000
2047,0 days 00:18:18.000000000
2048,1 days 00:30:02.000000000
2049,5 days 02:25:04.000000000
2050,0 days 20:41:57.000000000
2051,0 days 00:00:58.000000000
2052,0 days 22:03:14.000000000
2053,3 days 17:23:35.000000000
2054,0 days 18:19:49.000000000
2055,0 days 00:04:25.000000000
2056,2 days 21:08:40.000000000
2057,0 days 00:42:21.000000000
2058,0 days 00:02:21.000000000
2059,0 days 04:58:00.000000000
2060,7 days 03:51:48.000000000
2061,0 days 00:59:51.000000000
2062,1 days 21:49:38.000000000
2063,0 days 03:59:11.000000000
2064,0 days 00:07:28.000000000
2065,2 days 15:02:55.000000000
2066,0 days 00:57:46.000000000
2067,0 days 00:04:05.000000000
2068,0 days 00:12:59.000000000
2069,3 days 01:37:35.000000000
2070,0 days 00:20:47.000000000
2071,2 days 14:03:26.000000000
2072,0 days 01:20:01.000000000
2073,0 days 00:34:08.000000000
2074,0 days 00:03:01.000000000
2075,0 days 00:53:51.000000000
2076,2 days 17:17:49.000000000
2077,1 days 20:56:37.000000000
2078,6 days 00:14:26.000000000
2079,3 days 00:14:04.000000000
2080,0 days 00:10:45.000000000
2081,0 days 00:28:48.000000000
2082,0 days 00:00:00.000000000
2083,0 days 00:17:53.000000000
2084,0 days 00:41:55.000000000
2085,0 days 00:04:24.000000000
2086,2 days 18:14:59.000000000
2087,0 days 00:14:37.000000000
2088,1 days 22:32:38.000000000
2089,4 days 23:59:50.000000000
2090,0 days 16:47:04.000000000
2091,0 days 00:19:38.000000000
2092,9 days 03:58:18.000000000
2093,0 days 20:51:24.000000000
2094,0 days 00:03:37.000000000
2095,0 days 00:34:28.000000000
2096,0 days 00:05:20.000000000
2097,0 days 00:06:07.000000000
2098,0 days 00:22:20.000000000
2099,0 days 00:21:49.000000000
2100,0 days 00:04:37.000000000
2101,3 days 21:23:37.000000000
2102,8 days 10:43:05.000000000
2103,2 days 05:11:07.000000000
2104,6 days 23:36:57.000000000
2105,0 days 22:21:36.000000000
2106,2 days 07:26:36.000000000
2107,2 days 10:10:18.000000000
2108,0 days 00:05:12.000000000
2109,9 days 00:25:54.000000000
2110,9 days 03:04:59.000000000
2111,8 days 23:43:02.000000000
2112,0 days 00:06:06.000000000
2113,1 days 20:19:05.000000000
2114,0 days 07:30:48.000000000
2115,0 days 22:52:19.000000000
2116,0 days 08:05:47.000000000
2117,0 days 00:40:50.000000000
2118,0 days 00:01:22.000000000
2119,0 days 00:07:05.000000000
2120,0 days 10:58:37.000000000
2121,0 days 06:24:33.000000000
2122,0 days 11:35:42.000000000
2123,0 days 00:03:31.000000000
2124,0 days 05:44:06.000000000
2125,9 days 06:07:43.000000000
2126,0 days 00:25:26.000000000
2127,0 days 10:56:19.000000000
2128,4 days 06:55:11.000000000
2129,0 days 00:02:37.000000000
2130,7 days 23:18:53.000000000
2131,0 days 00:06:29.000000000
2132,0 days 00:03:13.000000000
2133,5 days 22:05:10.000000000
2134,1 days 08:58:05.000000000
2135,6 days 03:42:08.000000000
2136,0 days 01:50:14.000000000
2137,3 days 23:44:57.000000000
2138,0 days 00:14:34.000000000
2139,3 days 09:50:20.000000000
2140,6 days 23:39:45.000000000
2141,0 days 00:14:51.000000000
2142,7 days 04:03:33.000000000
2143,0 days 23:05:13.000000000
2144,9 days 06:29:22.000000000
2145,0 days 00:22:35.000000000
2146,0 days 00:49:45.000000000
2147,6 days 11:50:59.000000000
2148,0 days 00:18:05.000000000
2149,0 days 00:02:33.000000000
2150,0 days 00:17:17.000000000
2151,0 days 09:27:30.000000000
2152,7 days 10:28:56.000000000
2153,0 days 00:05:52.000000000
2154,0 days 00:16:36.000000000
2155,0 days 00:07:17.000000000
2156,2 days 01:37:08.000000000
2157,0 days 23:13:29.000000000
2158,9 days 12:30:13.000000000
2159,0 days 00:57:52.000000000
2160,0 days 00:15:50.000000000
2161,2 days 14:39:56.000000000
2162,1 days 15:15:26.000000000
2163,0 days 10:01:28.000000000
2164,2 days 02:43:52.000000000
2165,8 days 19:48:53.000000000
2166,0 days 00:10:03.000000000
2167,0 days 01:25:35.000000000
2168,8 days 11:44:07.000000000
2169,6 days 10:56:49.000000000
2170,1 days 06:54:33.000000000
2171,8 days 07:01:36.000000000
2172,1 days 00:29:11.000000000
2173,2 days 00:17:38.000000000
2174,0 days 00:24:33.000000000
2175,0 days 00:16:53.000000000
2176,0 days 00:54:47.000000000
2177,0 days 00:30:52.000000000
2178,0 days 00:33:05.000000000
2179,0 days 00:08:04.000000000
2180,3 days 23:13:26.000000000
2181,0 days 23:59:52.000000000
2182,0 days 00:13:49.000000000
2183,0 days 00:02:22.000000000
2184,3 days 13:25:39.000000000
2185,5 days 04:39:20.000000000
2186,5 days 09:57:23.000000000
2187,0 days 23:31:39.000000000
2188,2 days 05:51:14.000000000
2189,7 days 17:47:09.000000000
2190,0 days 02:00:25.000000000
2191,0 days 06:37:48.000000000
2192,7 days 08:25:48.000000000
2193,0 days 00:41:15.000000000
2194,9 days 13:32:54.000000000
2195,0 days 00:00:49.000000000
2196,0 days 08:30:20.000000000
2197,0 days 00:01:24.000000000
2198,2 days 12:42:33.000000000
2199,1 days 00:46:32.000000000
2200,0 days 00:38:12.000000000
2201,0 days 00:32:14.000000000
2202,0 days 01:37:46.000000000
2203,9 days 18:28:34.000000000
2204,9 days 13:35:38.000000000
2205,2 days 13:07:08.000000000
2206,3 days 14:22:46.000000000
2207,0 days 08:01:02.000000000
2208,7 days 14:17:07.000000000
2209,0 days 00:24:54.000000000
2210,2 days 23:54:46.000000000
2211,2 days 09:21:05.000000000
2212,2 days 10:12:14.000000000
2213,0 days 18:12:21.000000000
2214,0 days 18:09:00.000000000
2215,0 days 00:32:16.000000000
2216,0 days 22:38:03.000000000
2217,3 days 18:00:24.000000000
2218,2 days 11:46:32.000000000
2219,9 days 18:19:59.000000000
2220,1 days 21:50:39.000000000
2221,10 days 01:21:25.000000000
2222,1 days 23:39:46.000000000
2223,3 days 10:46:50.000000000
2224,2 days 17:27:36.000000000
2225,9 days 16:36:38.000000000
2226,0 days 21:33:37.000000000
2227,4 days 13:12:58.000000000
2228,0 days 00:37:50.000000000
2229,9 days 18:22:27.000000000
2230,0 days 00:01:58.000000000
2231,9 days 11:58:43.000000000
2232,3 days 12:21:17.000000000
2233,0 days 00:18:53.000000000
2234,9 days 19:23:13.000000000
2235,4 days 22:19:35.000000000
2236,3 days 21:41:25.000000000
2237,1 days 19:44:21.000000000
2238,0 days 00:09:15.000000000
2239,0 days 00:29:37.000000000
2240,4 days 14:20:35.000000000
2241,1 days 15:03:40.000000000
2242,8 days 00:33:21.000000000
2243,8 days 23:15:33.000000000
2244,5 days 09:03:37.000000000
2245,1 days 20:03:45.000000000
2246,1 days 01:43:24.000000000
2247,0 days 00:32:56.000000000
2248,6 days 14:06:45.000000000
2249,8 days 21:44:05.000000000
2250,2 days 15:33:16.000000000
2251,0 days 00:01:16.000000000
2252,3 days 20:00:26.000000000
2253,0 days 00:01:04.000000000
2254,3 days 17:36:38.000000000
2255,0 days 00:00:36.000000000
2256,1 days 12:36:24.000000000
2257,0 days 00:49:24.000000000
2258,0 days 00:08:11.000000000
2259,0 days 00:21:18.000000000
2260,0 days 00:00:20.000000000
2261,0 days 00:05:33.000000000
2262,9 days 21:45:31.000000000
2263,6 days 14:54:02.000000000
2264,2 days 01:04:33.000000000
2265,0 days 22:23:47.000000000
2266,2 days 03:28:08.000000000
2267,1 days 19:33:11.000000000
2268,9 days 14:45:18.000000000
2269,0 days 02:09:31.000000000
2270,0 days 00:28:41.000000000
2271,2 days 14:42:00.000000000
2272,3 days 01:31:50.000000000
2273,6 days 16:37:51.000000000
2274,0 days 00:41:12.000000000
2275,4 days 01:05:15.000000000
2276,1 days 04:54:41.000000000
2277,0 days 00:15:18.000000000
2278,1 days 00:16:27.000000000
2279,0 days 00:05:34.000000000
2280,1 days 03:08:50.000000000
2281,3 days 23:59:33.000000000
2282,0 days 13:29:47.000000000
2283,3 days 20:35:39.000000000
2284,0 days 00:09:26.000000000
2285,0 days 00:05:42.000000000
2287,1 days 22:26:20.000000000
2288,0 days 00:41:03.000000000
2289,2 days 17:52:56.000000000
2290,0 days 01:44:42.000000000
2291,0 days 00:28:03.000000000
2292,10 days 01:33:54.000000000
2293,1 days 06:54:06.000000000
2294,4 days 04:16:25.000000000
2295,0 days 18:11:57.000000000
2296,9 days 08:10:19.000000000
2297,0 days 00:58:30.000000000
2298,0 days 15:28:05.000000000
2299,7 days 19:30:48.000000000
2300,3 days 23:35:14.000000000
2301,1 days 19:38:08.000000000
2302,0 days 00:20:43.000000000
2303,0 days 00:25:34.000000000
2304,0 days 00:05:05.000000000
2305,0 days 03:50:22.000000000
2306,0 days 00:06:16.000000000
2307,1 days 19:35:09.000000000
2308,3 days 00:08:21.000000000
2309,3 days 04:16:40.000000000
2312,2 days 23:14:10.000000000
2313,0 days 01:27:47.000000000
2314,6 days 20:16:01.000000000
2315,0 days 00:02:48.000000000
2316,0 days 01:19:31.000000000
2317,0 days 06:33:36.000000000
2318,0 days 01:37:01.000000000
2319,2 days 05:26:00.000000000
2320,0 days 00:56:39.000000000
2321,0 days 06:36:37.000000000
2322,0 days 02:02:39.000000000
2323,3 days 17:40:27.000000000
2324,2 days 08:50:15.000000000
2325,9 days 01:47:44.000000000
2326,5 days 04:16:26.000000000
2327,8 days 10:25:06.000000000
2328,0 days 11:20:31.000000000
2329,0 days 00:05:57.000000000
2330,6 days 20:26:14.000000000
2331,6 days 20:24:22.000000000
2332,0 days 08:19:22.000000000
2333,0 days 20:08:58.000000000
2334,0 days 00:35:55.000000000
2335,0 days 01:09:32.000000000
2336,0 days 21:15:11.000000000
2337,7 days 05:02:14.000000000
2338,2 days 07:13:04.000000000
2339,0 days 00:55:37.000000000
2340,1 days 02:45:40.000000000
2341,0 days 00:41:40.000000000
2342,0 days 01:01:55.000000000
2343,0 days 01:43:34.000000000
2344,1 days 09:33:06.000000000
2345,0 days 00:46:27.000000000
2346,0 days 00:08:31.000000000
2347,0 days 00:09:14.000000000
2348,8 days 04:07:11.000000000
2349,0 days 21:20:05.000000000
2350,0 days 00:04:54.000000000
2351,2 days 07:10:41.000000000
2352,0 days 00:31:18.000000000
2353,4 days 23:01:46.000000000
2354,0 days 01:06:46.000000000
2355,5 days 22:47:07.000000000
2356,0 days 00:02:06.000000000
2357,3 days 03:45:33.000000000
2358,4 days 04:32:12.000000000
2359,0 days 06:35:30.000000000
2360,0 days 00:05:11.000000000
2361,4 days 01:04:41.000000000
2362,1 days 08:56:41.000000000
2363,1 days 23:34:08.000000000
2364,0 days 06:51:19.000000000
2365,0 days 12:39:28.000000000
2366,0 days 00:14:53.000000000
2367,0 days 00:23:08.000000000
2368,8 days 00:32:59.000000000
2369,0 days 00:35:48.000000000
2370,4 days 23:09:25.000000000
2371,0 days 00:03:04.000000000
2372,0 days 08:06:17.000000000
2373,1 days 07:59:45.000000000
2374,0 days 01:00:35.000000000
2375,8 days 05:40:40.000000000
2376,0 days 00:17:44.000000000
2377,7 days 23:23:57.000000000
2378,0 days 01:17:45.000000000
2379,0 days 11:59:58.000000000
2380,7 days 22:22:09.000000000
2381,0 days 09:37:05.000000000
2382,8 days 06:34:11.000000000
2383,1 days 05:49:07.000000000
2384,0 days 01:51:39.000000000
2385,0 days 00:53:10.000000000
2386,0 days 02:12:56.000000000
2387,2 days 05:28:56.000000000
2388,4 days 09:24:32.000000000
2389,2 days 09:14:35.000000000
2390,3 days 13:01:31.000000000
2391,0 days 03:00:19.000000000
2392,1 days 10:38:30.000000000
2393,1 days 00:27:53.000000000
2394,0 days 10:57:42.000000000
2395,5 days 04:08:18.000000000
2396,0 days 00:33:43.000000000
2397,0 days 11:47:05.000000000
2398,0 days 11:45:42.000000000
2399,0 days 01:10:24.000000000
2400,0 days 00:34:51.000000000
2401,3 days 09:19:29.000000000
2402,0 days 15:01:09.000000000
2403,3 days 16:05:55.000000000
2404,10 days 07:26:19.000000000
2405,1 days 13:42:38.000000000
2406,0 days 00:45:19.000000000
2407,0 days 08:22:33.000000000
2408,0 days 16:18:34.000000000
2409,2 days 01:27:12.000000000
2410,9 days 15:13:15.000000000
2411,0 days 02:10:48.000000000
2412,0 days 01:05:31.000000000
2413,0 days 15:44:33.000000000
2414,0 days 04:55:31.000000000
2415,0 days 06:54:59.000000000
2416,3 days 09:38:12.000000000
2417,9 days 11:31:09.000000000
2418,10 days 13:35:01.000000000
2419,8 days 13:22:09.000000000
2420,8 days 14:16:27.000000000
2421,0 days 02:40:38.000000000
2422,0 days 08:44:29.000000000
2423,1 days 13:15:15.000000000
2424,4 days 12:39:11.000000000
2425,0 days 06:13:45.000000000
2426,9 days 01:07:15.000000000
2427,2 days 12:50:40.000000000
2428,0 days 14:50:28.000000000
2429,1 days 02:02:48.000000000
2430,0 days 08:12:12.000000000
2431,2 days 12:02:31.000000000
2432,2 days 12:10:02.000000000
2433,1 days 12:17:36.000000000
2434,2 days 11:40:48.000000000
2435,9 days 15:53:40.000000000
2436,9 days 16:03:50.000000000
2437,0 days 01:25:19.000000000
2438,0 days 00:04:01.000000000
2439,5 days 02:49:00.000000000
2440,0 days 14:52:18.000000000
2441,2 days 11:21:18.000000000
2442,0 days 08:27:02.000000000
2443,0 days 06:17:56.000000000
2444,1 days 12:57:01.000000000
