,buy_duration
876,0 days 00:00:00.000000000
877,2 days 21:18:27.000000000
878,0 days 00:00:00.000000000
879,2 days 12:18:44.000000000
880,0 days 00:13:08.000000000
881,4 days 09:02:41.000000000
882,0 days 00:10:17.000000000
883,0 days 00:20:32.000000000
884,0 days 07:50:04.000000000
885,2 days 01:14:00.000000000
886,0 days 00:01:44.000000000
887,0 days 00:23:30.000000000
888,1 days 21:52:47.000000000
889,0 days 00:05:17.000000000
890,0 days 00:03:27.000000000
891,0 days 00:04:36.000000000
892,0 days 06:43:44.000000000
893,1 days 11:45:43.000000000
894,0 days 00:09:28.000000000
895,0 days 00:08:34.000000000
896,0 days 08:33:40.000000000
897,0 days 23:48:09.000000000
898,0 days 00:11:27.000000000
899,2 days 09:24:10.000000000
900,0 days 22:04:56.000000000
901,2 days 01:56:23.000000000
902,0 days 00:00:00.000000000
903,3 days 01:49:57.000000000
904,0 days 03:55:45.000000000
905,0 days 00:21:28.000000000
906,0 days 00:03:45.000000000
907,0 days 00:03:14.000000000
908,0 days 09:01:03.000000000
909,0 days 03:09:44.000000000
910,2 days 00:23:39.000000000
911,0 days 00:25:39.000000000
912,0 days 11:41:02.000000000
913,0 days 06:58:39.000000000
914,0 days 02:07:34.000000000
915,0 days 00:31:37.000000000
916,4 days 04:12:53.000000000
917,3 days 05:36:41.000000000
918,0 days 00:10:08.000000000
919,0 days 00:15:32.000000000
920,0 days 00:08:07.000000000
921,0 days 10:50:10.000000000
922,0 days 23:42:38.000000000
923,0 days 00:15:15.000000000
924,0 days 02:12:06.000000000
925,0 days 00:00:51.000000000
926,0 days 00:15:20.000000000
927,1 days 12:59:43.000000000
928,0 days 00:28:01.000000000
929,3 days 03:01:09.000000000
930,0 days 13:15:10.000000000
931,0 days 00:02:29.000000000
932,4 days 01:07:59.000000000
933,0 days 00:09:48.000000000
934,0 days 07:35:34.000000000
935,0 days 01:53:15.000000000
936,0 days 00:07:28.000000000
937,0 days 04:46:57.000000000
938,0 days 01:00:14.000000000
939,0 days 00:50:00.000000000
940,4 days 07:22:11.000000000
941,0 days 00:48:52.000000000
942,0 days 13:56:34.000000000
943,4 days 18:00:02.000000000
944,1 days 00:19:06.000000000
945,0 days 07:47:20.000000000
946,0 days 20:14:35.000000000
947,0 days 00:03:37.000000000
948,4 days 10:52:01.000000000
949,0 days 23:31:52.000000000
950,0 days 08:18:06.000000000
951,1 days 09:23:46.000000000
952,2 days 08:37:06.000000000
953,2 days 22:58:07.000000000
954,0 days 23:27:29.000000000
955,0 days 00:19:01.000000000
956,2 days 01:33:47.000000000
957,1 days 01:43:54.000000000
958,0 days 00:10:40.000000000
959,0 days 00:30:57.000000000
960,0 days 10:29:20.000000000
961,0 days 12:25:30.000000000
962,1 days 10:33:12.000000000
963,0 days 00:04:36.000000000
964,4 days 16:11:56.000000000
965,0 days 00:07:55.000000000
966,1 days 14:15:02.000000000
967,1 days 12:24:29.000000000
968,0 days 23:11:37.000000000
969,1 days 16:30:34.000000000
970,1 days 15:16:01.000000000
971,0 days 00:26:12.000000000
972,0 days 01:04:08.000000000
973,2 days 00:16:35.000000000
974,0 days 21:17:48.000000000
975,3 days 14:20:15.000000000
976,0 days 00:06:29.000000000
977,0 days 00:13:25.000000000
978,0 days 00:09:58.000000000
979,1 days 22:09:20.000000000
980,0 days 19:36:51.000000000
981,0 days 00:01:58.000000000
982,0 days 00:38:35.000000000
983,0 days 00:02:13.000000000
984,1 days 02:23:48.000000000
985,0 days 00:04:40.000000000
986,0 days 00:06:36.000000000
987,0 days 00:24:46.000000000
988,0 days 03:27:10.000000000
989,0 days 23:50:48.000000000
990,0 days 00:17:36.000000000
991,0 days 00:01:38.000000000
992,0 days 00:18:00.000000000
993,0 days 02:20:08.000000000
994,0 days 00:06:56.000000000
995,0 days 13:52:09.000000000
996,0 days 17:24:57.000000000
997,4 days 15:32:49.000000000
998,2 days 14:14:32.000000000
999,4 days 12:01:32.000000000
1000,3 days 20:24:46.000000000
1001,0 days 18:44:58.000000000
1002,1 days 00:04:05.000000000
1003,0 days 20:20:27.000000000
1004,0 days 23:44:41.000000000
1005,3 days 13:45:29.000000000
1006,3 days 01:03:36.000000000
1007,0 days 00:48:35.000000000
1008,0 days 00:20:26.000000000
1009,0 days 00:02:38.000000000
1010,0 days 00:08:42.000000000
1011,0 days 01:49:55.000000000
1012,0 days 23:02:37.000000000
1013,0 days 00:41:15.000000000
1014,4 days 22:40:48.000000000
1015,0 days 20:02:05.000000000
1016,5 days 03:17:04.000000000
1017,0 days 01:49:23.000000000
1018,0 days 00:01:56.000000000
1019,4 days 18:36:37.000000000
1020,0 days 01:46:13.000000000
1021,0 days 23:48:41.000000000
1022,0 days 00:58:00.000000000
1023,4 days 19:07:15.000000000
1024,3 days 22:42:27.000000000
1025,4 days 00:30:49.000000000
1026,0 days 00:20:40.000000000
1027,2 days 03:02:45.000000000
1028,5 days 05:52:52.000000000
1029,0 days 00:15:46.000000000
1030,0 days 00:15:25.000000000
1031,1 days 01:58:49.000000000
1032,0 days 00:32:03.000000000
1033,0 days 00:02:16.000000000
1034,5 days 02:28:36.000000000
1035,5 days 01:32:31.000000000
1036,1 days 03:47:31.000000000
1037,0 days 22:32:02.000000000
1038,0 days 01:11:08.000000000
1039,0 days 00:10:34.000000000
1040,0 days 01:38:49.000000000
1041,0 days 00:20:52.000000000
1042,0 days 01:47:09.000000000
1043,0 days 00:00:00.000000000
1044,0 days 00:51:17.000000000
1045,0 days 00:16:30.000000000
1046,3 days 21:02:02.000000000
1047,0 days 00:31:49.000000000
1048,0 days 16:59:07.000000000
1049,0 days 17:50:51.000000000
1050,0 days 00:01:44.000000000
1051,0 days 01:56:28.000000000
1052,0 days 07:32:37.000000000
1053,0 days 07:28:08.000000000
1054,0 days 00:07:27.000000000
1055,4 days 06:00:00.000000000
1056,0 days 00:03:39.000000000
1057,0 days 07:41:12.000000000
1058,0 days 23:26:15.000000000
1059,1 days 00:26:09.000000000
1060,0 days 00:06:43.000000000
1061,3 days 00:52:37.000000000
1062,0 days 00:01:24.000000000
1063,1 days 00:48:35.000000000
1064,0 days 00:16:35.000000000
1065,0 days 21:01:49.000000000
1066,0 days 00:23:46.000000000
1067,1 days 04:12:23.000000000
1068,0 days 00:06:14.000000000
1069,0 days 00:34:56.000000000
1070,0 days 00:06:55.000000000
1071,1 days 19:47:09.000000000
1072,4 days 01:13:23.000000000
1073,3 days 22:04:15.000000000
1074,0 days 23:36:27.000000000
1075,0 days 03:17:10.000000000
1076,5 days 00:32:10.000000000
1077,0 days 00:13:04.000000000
1078,0 days 06:23:17.000000000
1079,0 days 23:26:46.000000000
1080,2 days 22:51:23.000000000
1081,0 days 01:33:21.000000000
1082,0 days 08:16:55.000000000
1083,0 days 00:21:22.000000000
1084,0 days 01:43:48.000000000
1085,3 days 00:07:58.000000000
1086,0 days 00:17:03.000000000
1087,2 days 12:20:29.000000000
1088,0 days 00:14:57.000000000
1089,0 days 00:28:20.000000000
1090,3 days 08:15:34.000000000
1091,0 days 07:57:28.000000000
1092,5 days 10:01:13.000000000
1093,2 days 08:20:52.000000000
1094,0 days 00:20:35.000000000
1095,3 days 22:00:02.000000000
1096,2 days 23:21:31.000000000
1097,0 days 01:39:37.000000000
1098,0 days 00:42:05.000000000
1099,0 days 23:27:57.000000000
1100,2 days 21:58:18.000000000
1101,0 days 00:34:28.000000000
1102,0 days 00:21:02.000000000
1103,3 days 04:07:01.000000000
1104,0 days 00:21:22.000000000
1105,0 days 00:08:52.000000000
1106,3 days 08:20:16.000000000
1107,0 days 00:08:20.000000000
1108,0 days 00:07:40.000000000
1109,2 days 02:19:43.000000000
1110,0 days 00:06:10.000000000
1111,1 days 15:00:30.000000000
1112,1 days 03:07:43.000000000
1113,0 days 00:11:38.000000000
1114,0 days 00:21:51.000000000
1115,0 days 00:26:23.000000000
1116,5 days 16:22:10.000000000
1117,4 days 23:53:13.000000000
1118,0 days 00:08:05.000000000
1119,1 days 22:15:30.000000000
1120,0 days 00:52:34.000000000
1121,0 days 00:48:11.000000000
1122,0 days 00:12:43.000000000
1123,0 days 01:10:33.000000000
1124,5 days 09:40:58.000000000
1125,0 days 00:07:51.000000000
1126,3 days 07:00:15.000000000
1127,5 days 18:04:52.000000000
1128,0 days 00:50:23.000000000
1129,0 days 00:50:04.000000000
1130,0 days 06:04:15.000000000
1131,0 days 00:19:13.000000000
1132,5 days 22:00:19.000000000
1133,0 days 00:29:04.000000000
1134,3 days 01:50:06.000000000
1135,5 days 12:22:30.000000000
1136,0 days 21:22:51.000000000
1137,1 days 04:37:01.000000000
1138,0 days 10:50:46.000000000
1139,3 days 02:02:56.000000000
1140,5 days 02:55:16.000000000
1141,5 days 10:54:55.000000000
1142,1 days 12:27:24.000000000
1143,0 days 11:38:36.000000000
1144,5 days 14:59:24.000000000
1145,0 days 00:00:32.000000000
1146,1 days 13:29:09.000000000
1147,0 days 04:53:59.000000000
1148,3 days 09:08:08.000000000
1149,2 days 14:53:56.000000000
1150,4 days 12:43:42.000000000
1151,0 days 00:05:58.000000000
1152,4 days 17:26:34.000000000
1153,2 days 13:00:33.000000000
1154,4 days 04:36:16.000000000
1155,3 days 15:17:23.000000000
1156,0 days 02:10:19.000000000
1157,3 days 09:31:50.000000000
1158,3 days 07:49:01.000000000
1159,3 days 13:57:21.000000000
1160,2 days 07:43:06.000000000
1161,4 days 14:44:50.000000000
1162,0 days 00:03:01.000000000
1163,1 days 11:25:59.000000000
1164,5 days 13:34:34.000000000
1165,0 days 00:28:24.000000000
1166,5 days 15:04:11.000000000
1167,4 days 10:21:23.000000000
1168,0 days 01:50:20.000000000
1169,0 days 01:50:13.000000000
1170,2 days 10:23:49.000000000
1171,3 days 13:09:36.000000000
1172,0 days 02:54:27.000000000
1173,5 days 02:37:47.000000000
1174,1 days 12:04:33.000000000
1175,3 days 02:59:31.000000000
1176,0 days 02:21:44.000000000
1177,0 days 08:39:06.000000000
1178,0 days 00:15:55.000000000
1179,0 days 06:46:08.000000000
1180,0 days 04:00:30.000000000
1181,4 days 02:06:10.000000000
1182,1 days 01:33:20.000000000
1183,3 days 05:17:12.000000000
1184,0 days 02:07:58.000000000
1185,0 days 06:20:34.000000000
1186,5 days 10:52:57.000000000
1187,0 days 03:49:34.000000000
1188,0 days 00:15:06.000000000
1189,2 days 07:17:04.000000000
1190,3 days 11:34:04.000000000
1191,1 days 11:24:08.000000000
1192,4 days 04:19:41.000000000
1193,4 days 12:37:36.000000000
1194,0 days 23:47:29.000000000
1195,1 days 03:22:37.000000000
1196,3 days 23:12:55.000000000
1197,3 days 12:17:32.000000000
1198,1 days 13:48:16.000000000
1199,4 days 12:19:24.000000000
1200,1 days 03:19:57.000000000
1201,3 days 18:53:39.000000000
1202,3 days 03:58:01.000000000
1203,5 days 23:42:46.000000000
1204,0 days 16:59:23.000000000
1205,3 days 22:31:11.000000000
1206,0 days 01:19:36.000000000
1207,5 days 13:56:05.000000000
1208,4 days 15:15:43.000000000
1209,5 days 15:51:51.000000000
1210,0 days 06:35:01.000000000
1211,5 days 02:59:46.000000000
1212,0 days 14:18:35.000000000
1213,0 days 11:49:21.000000000
1214,3 days 00:45:14.000000000
1215,0 days 00:05:38.000000000
1216,2 days 16:38:47.000000000
1217,0 days 00:00:59.000000000
1218,2 days 17:37:09.000000000
1219,0 days 00:09:01.000000000
1220,2 days 10:28:13.000000000
1221,3 days 13:36:59.000000000
1222,4 days 19:02:43.000000000
1223,6 days 01:17:30.000000000
1224,0 days 00:09:08.000000000
1225,4 days 11:19:48.000000000
1226,3 days 18:41:39.000000000
1227,6 days 00:25:07.000000000
1228,0 days 02:31:28.000000000
1229,1 days 09:57:31.000000000
1230,1 days 14:16:25.000000000
1231,6 days 00:55:50.000000000
1232,1 days 22:03:04.000000000
1233,0 days 00:02:22.000000000
1234,2 days 13:25:31.000000000
1235,1 days 12:38:54.000000000
1236,0 days 00:05:37.000000000
1237,1 days 09:01:20.000000000
1238,2 days 09:57:33.000000000
1239,1 days 07:54:38.000000000
1240,5 days 16:09:39.000000000
1241,0 days 09:04:34.000000000
1242,3 days 01:37:06.000000000
1243,5 days 10:08:32.000000000
1244,0 days 00:04:45.000000000
1245,5 days 18:27:22.000000000
1246,1 days 15:09:23.000000000
1247,6 days 09:01:09.000000000
1248,0 days 14:15:42.000000000
1249,0 days 00:15:01.000000000
1250,4 days 14:42:50.000000000
1251,0 days 23:22:53.000000000
1252,0 days 00:12:44.000000000
1253,0 days 11:22:25.000000000
1254,0 days 00:18:20.000000000
1255,1 days 21:00:52.000000000
1256,0 days 23:37:02.000000000
1257,0 days 00:05:01.000000000
1258,4 days 15:25:30.000000000
1259,5 days 12:28:50.000000000
1260,2 days 12:50:07.000000000
1261,2 days 15:06:27.000000000
1262,0 days 00:40:39.000000000
1263,0 days 00:02:23.000000000
1264,0 days 00:13:18.000000000
1265,0 days 00:17:55.000000000
1266,0 days 00:05:29.000000000
1267,0 days 22:42:23.000000000
1268,6 days 07:10:40.000000000
1269,0 days 13:08:52.000000000
1270,0 days 19:45:56.000000000
1271,5 days 21:21:21.000000000
1272,3 days 16:56:23.000000000
1273,0 days 14:29:05.000000000
1274,0 days 11:55:01.000000000
1275,0 days 00:00:00.000000000
1276,0 days 12:34:11.000000000
1277,0 days 10:02:25.000000000
1278,2 days 19:10:25.000000000
1279,0 days 00:18:26.000000000
1280,0 days 00:09:38.000000000
1281,5 days 20:26:55.000000000
1282,0 days 00:00:00.000000000
1283,0 days 00:15:20.000000000
1284,0 days 00:03:57.000000000
1285,0 days 18:01:27.000000000
1286,0 days 01:11:34.000000000
1287,0 days 19:36:02.000000000
1288,4 days 23:50:44.000000000
1289,6 days 03:24:29.000000000
1290,0 days 00:13:48.000000000
1291,0 days 16:10:10.000000000
1292,0 days 00:01:46.000000000
1293,0 days 00:04:46.000000000
1294,0 days 22:07:20.000000000
1295,5 days 14:22:20.000000000
1296,0 days 00:28:27.000000000
1297,0 days 22:54:29.000000000
1298,0 days 22:19:37.000000000
1299,6 days 10:44:47.000000000
1300,0 days 00:01:31.000000000
1301,3 days 16:44:40.000000000
1302,4 days 13:49:05.000000000
1303,3 days 01:59:18.000000000
1304,0 days 18:49:08.000000000
1305,0 days 12:07:15.000000000
1306,4 days 10:59:31.000000000
1307,0 days 20:32:27.000000000
1308,0 days 19:43:31.000000000
1309,0 days 00:41:51.000000000
1310,1 days 21:58:36.000000000
1311,0 days 00:12:10.000000000
1312,2 days 02:04:06.000000000
1313,0 days 02:31:38.000000000
1314,0 days 04:53:45.000000000
1315,5 days 23:31:29.000000000
1316,0 days 00:38:36.000000000
1317,6 days 01:24:55.000000000
1318,3 days 11:53:14.000000000
1319,6 days 04:54:41.000000000
1320,2 days 00:59:39.000000000
1321,0 days 03:07:17.000000000
1322,0 days 00:08:40.000000000
1323,0 days 00:08:44.000000000
1324,0 days 00:17:08.000000000
1325,0 days 00:00:00.000000000
1326,0 days 00:02:33.000000000
1327,4 days 11:41:00.000000000
1328,0 days 01:08:55.000000000
1329,0 days 00:00:00.000000000
1330,1 days 20:28:45.000000000
1331,5 days 21:09:19.000000000
1332,1 days 12:25:36.000000000
1333,3 days 04:45:56.000000000
1334,0 days 00:03:02.000000000
1335,0 days 13:01:38.000000000
1336,1 days 11:58:51.000000000
1337,2 days 00:09:22.000000000
1338,0 days 00:10:14.000000000
1339,0 days 00:35:46.000000000
1340,1 days 02:08:02.000000000
1341,0 days 00:00:00.000000000
1342,5 days 00:04:50.000000000
1343,0 days 19:52:51.000000000
1344,5 days 16:13:54.000000000
1345,0 days 00:02:04.000000000
1346,0 days 03:50:44.000000000
1347,0 days 00:05:57.000000000
1348,0 days 00:12:05.000000000
1349,0 days 00:08:07.000000000
1350,3 days 21:07:06.000000000
1351,1 days 22:00:09.000000000
1352,2 days 17:44:39.000000000
1353,0 days 18:17:42.000000000
1354,6 days 03:08:41.000000000
1355,1 days 00:13:27.000000000
1356,0 days 02:00:57.000000000
1357,2 days 19:44:06.000000000
1358,6 days 00:36:18.000000000
1359,0 days 00:00:00.000000000
1360,1 days 21:48:23.000000000
1361,2 days 22:14:27.000000000
1362,0 days 00:02:47.000000000
1363,0 days 03:42:04.000000000
1364,0 days 00:10:42.000000000
1365,1 days 20:26:35.000000000
1366,0 days 06:19:58.000000000
1367,1 days 03:24:27.000000000
1368,1 days 01:32:30.000000000
1369,5 days 02:23:33.000000000
1370,5 days 21:59:42.000000000
1371,0 days 00:26:09.000000000
1372,4 days 05:55:59.000000000
1373,0 days 00:05:08.000000000
1374,0 days 01:03:11.000000000
1375,0 days 00:21:41.000000000
1376,4 days 20:14:23.000000000
1377,0 days 00:16:24.000000000
1378,0 days 02:07:52.000000000
1379,0 days 04:23:57.000000000
1380,0 days 00:02:01.000000000
1381,0 days 16:41:46.000000000
1382,0 days 00:20:59.000000000
1383,3 days 01:17:43.000000000
1384,0 days 22:29:32.000000000
1385,0 days 00:00:41.000000000
1386,0 days 00:37:19.000000000
1387,0 days 02:57:18.000000000
1388,2 days 15:57:42.000000000
1389,2 days 04:39:19.000000000
1390,4 days 21:32:07.000000000
1391,0 days 00:04:55.000000000
1392,4 days 00:37:47.000000000
1393,0 days 00:05:39.000000000
1394,0 days 01:04:48.000000000
1395,0 days 20:04:38.000000000
1396,0 days 00:10:11.000000000
1397,0 days 01:26:48.000000000
1398,0 days 00:22:51.000000000
1399,0 days 00:10:04.000000000
1400,5 days 20:02:45.000000000
1401,0 days 02:21:53.000000000
1402,0 days 23:35:19.000000000
1403,0 days 00:18:18.000000000
1404,0 days 00:59:28.000000000
1405,0 days 00:00:00.000000000
1406,0 days 02:47:25.000000000
1407,0 days 21:52:19.000000000
1408,0 days 04:46:25.000000000
1409,5 days 20:07:58.000000000
1410,1 days 21:04:13.000000000
1411,0 days 00:24:15.000000000
1412,0 days 00:19:02.000000000
1413,0 days 00:02:56.000000000
1414,0 days 00:09:56.000000000
1415,5 days 06:25:33.000000000
1416,1 days 01:49:47.000000000
1417,0 days 00:01:21.000000000
1418,0 days 01:38:24.000000000
1419,4 days 04:53:41.000000000
1420,0 days 00:06:13.000000000
1421,2 days 06:24:38.000000000
1422,0 days 19:54:45.000000000
1423,3 days 02:02:45.000000000
1424,0 days 00:22:36.000000000
1425,2 days 17:05:24.000000000
1426,6 days 08:09:33.000000000
1427,0 days 17:28:27.000000000
1428,5 days 12:03:57.000000000
1429,0 days 01:15:23.000000000
1430,0 days 00:52:54.000000000
1431,1 days 02:07:08.000000000
1432,0 days 00:06:16.000000000
1433,0 days 00:55:28.000000000
1434,0 days 00:12:30.000000000
1435,0 days 01:43:30.000000000
1436,1 days 01:51:17.000000000
1437,0 days 01:19:23.000000000
1438,0 days 00:06:08.000000000
1440,0 days 00:37:50.000000000
1441,0 days 04:55:34.000000000
1442,4 days 03:13:41.000000000
1443,0 days 02:43:21.000000000
1444,4 days 00:14:57.000000000
1445,0 days 12:16:37.000000000
1446,0 days 04:53:34.000000000
1447,0 days 00:16:19.000000000
1448,0 days 00:09:29.000000000
1449,0 days 00:00:00.000000000
1450,0 days 02:32:44.000000000
1451,3 days 18:42:29.000000000
1452,0 days 00:00:18.000000000
1453,0 days 08:23:29.000000000
1454,2 days 17:26:37.000000000
1455,5 days 13:05:47.000000000
1456,2 days 06:52:31.000000000
1457,3 days 02:41:09.000000000
1458,1 days 04:50:50.000000000
1459,0 days 00:02:57.000000000
1460,5 days 22:28:02.000000000
1461,0 days 00:00:00.000000000
1462,0 days 02:35:34.000000000
1463,0 days 00:09:20.000000000
1464,0 days 00:23:01.000000000
1465,3 days 20:33:14.000000000
1466,0 days 00:12:02.000000000
1467,0 days 07:13:29.000000000
1468,0 days 06:37:23.000000000
1469,0 days 00:35:25.000000000
1470,0 days 00:03:12.000000000
1471,3 days 12:55:10.000000000
1472,0 days 00:20:58.000000000
1473,5 days 09:47:33.000000000
1474,0 days 00:14:43.000000000
1475,0 days 05:51:31.000000000
1476,5 days 21:48:51.000000000
1477,1 days 04:02:36.000000000
1478,0 days 09:16:57.000000000
1479,5 days 21:18:02.000000000
1480,0 days 00:02:45.000000000
1481,0 days 00:01:49.000000000
1482,0 days 00:11:35.000000000
1483,0 days 04:17:17.000000000
1484,5 days 12:23:57.000000000
1485,0 days 00:05:20.000000000
1486,0 days 00:06:58.000000000
1487,4 days 01:06:24.000000000
1488,0 days 05:07:56.000000000
1489,0 days 02:28:46.000000000
1490,3 days 09:09:24.000000000
1491,0 days 02:36:46.000000000
1492,2 days 04:22:35.000000000
1493,4 days 03:59:27.000000000
1494,0 days 01:57:31.000000000
1495,1 days 22:21:24.000000000
1496,2 days 10:29:50.000000000
1497,0 days 00:24:50.000000000
1498,0 days 00:05:46.000000000
1499,4 days 23:34:23.000000000
1500,0 days 00:22:48.000000000
1501,4 days 04:05:06.000000000
1502,1 days 00:08:04.000000000
1503,0 days 00:09:04.000000000
1504,0 days 00:17:15.000000000
1505,0 days 00:02:10.000000000
1506,5 days 02:35:46.000000000
1507,0 days 01:08:40.000000000
1508,0 days 17:01:59.000000000
1509,1 days 23:37:00.000000000
1510,0 days 04:39:24.000000000
1511,0 days 00:35:53.000000000
1512,1 days 05:49:42.000000000
1513,0 days 00:05:54.000000000
1514,3 days 23:10:51.000000000
1515,6 days 06:55:00.000000000
1516,0 days 00:37:14.000000000
1517,0 days 02:17:44.000000000
1518,0 days 00:29:57.000000000
1519,2 days 12:52:38.000000000
1520,0 days 04:54:33.000000000
1521,2 days 06:25:38.000000000
1522,6 days 15:47:22.000000000
1523,0 days 00:34:07.000000000
1524,0 days 00:18:02.000000000
1525,1 days 11:39:16.000000000
1526,0 days 00:23:33.000000000
1527,0 days 00:57:19.000000000
1528,1 days 01:13:32.000000000
1529,0 days 02:58:04.000000000
1530,0 days 01:35:51.000000000
1531,6 days 09:39:33.000000000
1532,2 days 11:16:48.000000000
1533,4 days 09:45:38.000000000
1534,3 days 05:58:58.000000000
1535,1 days 07:16:32.000000000
1536,0 days 00:18:02.000000000
1537,0 days 01:08:11.000000000
1538,0 days 02:56:01.000000000
1539,0 days 00:39:24.000000000
1540,3 days 03:46:13.000000000
1541,2 days 06:18:31.000000000
1542,0 days 00:20:31.000000000
1543,0 days 00:00:49.000000000
1544,0 days 08:47:51.000000000
1545,0 days 00:00:41.000000000
1546,1 days 19:45:56.000000000
1547,0 days 02:30:30.000000000
1548,0 days 00:24:27.000000000
1549,0 days 01:08:34.000000000
1550,0 days 22:26:57.000000000
1551,1 days 07:21:01.000000000
1552,0 days 00:10:16.000000000
1553,1 days 01:55:06.000000000
1554,0 days 07:16:46.000000000
1555,4 days 23:28:20.000000000
1556,0 days 00:45:36.000000000
1557,0 days 00:10:31.000000000
1558,0 days 00:00:58.000000000
1559,0 days 12:56:17.000000000
1560,0 days 16:57:31.000000000
1561,0 days 00:28:03.000000000
1562,0 days 00:00:00.000000000
1563,0 days 00:00:00.000000000
1564,0 days 00:04:43.000000000
1565,0 days 09:10:23.000000000
1566,0 days 01:41:24.000000000
1567,0 days 00:29:08.000000000
1568,1 days 01:35:34.000000000
1569,0 days 00:02:10.000000000
1570,0 days 01:11:43.000000000
1571,0 days 11:07:27.000000000
1572,0 days 00:01:41.000000000
1573,0 days 00:05:32.000000000
1574,0 days 00:16:54.000000000
1575,3 days 18:37:43.000000000
1576,2 days 04:58:04.000000000
1577,0 days 01:53:47.000000000
1578,0 days 02:16:11.000000000
1579,0 days 02:49:16.000000000
1580,0 days 03:37:38.000000000
1581,0 days 00:18:01.000000000
1582,3 days 01:16:58.000000000
1583,5 days 15:20:50.000000000
1584,1 days 01:44:18.000000000
1585,0 days 23:49:43.000000000
1586,2 days 05:46:13.000000000
1587,0 days 06:05:59.000000000
1588,4 days 09:25:41.000000000
1589,1 days 05:47:29.000000000
1590,4 days 16:07:40.000000000
1591,0 days 15:54:01.000000000
1592,0 days 03:40:39.000000000
1593,3 days 03:14:11.000000000
1594,0 days 00:01:19.000000000
1595,0 days 04:14:17.000000000
1596,0 days 11:52:57.000000000
1597,2 days 03:05:33.000000000
1598,3 days 10:23:31.000000000
1599,0 days 09:33:26.000000000
1600,0 days 01:20:58.000000000
1601,0 days 08:07:57.000000000
1602,1 days 07:42:03.000000000
1603,3 days 07:26:43.000000000
1604,3 days 00:57:07.000000000
1605,1 days 01:43:49.000000000
1606,0 days 11:30:50.000000000
1607,0 days 04:50:01.000000000
1608,0 days 06:50:12.000000000
1609,5 days 23:10:26.000000000
1610,5 days 12:37:43.000000000
1611,0 days 01:26:29.000000000
1612,0 days 11:50:23.000000000
1613,5 days 13:18:55.000000000
1614,3 days 03:18:16.000000000
1615,0 days 00:04:30.000000000
1616,4 days 03:15:01.000000000
1617,0 days 04:27:02.000000000
1618,5 days 14:00:06.000000000
1619,3 days 12:53:00.000000000
1620,0 days 00:00:55.000000000
1621,2 days 01:34:15.000000000
1622,5 days 12:35:09.000000000
1623,6 days 12:30:36.000000000
1624,0 days 09:05:59.000000000
1625,0 days 00:03:25.000000000
1626,6 days 09:26:00.000000000
1627,0 days 04:57:58.000000000
1628,0 days 00:03:04.000000000
1629,3 days 06:11:04.000000000
1630,0 days 00:54:58.000000000
1631,0 days 05:02:08.000000000
1632,0 days 00:14:30.000000000
1633,3 days 05:10:51.000000000
1634,3 days 09:21:31.000000000
1635,0 days 01:12:01.000000000
1636,0 days 14:14:22.000000000
1637,4 days 21:54:29.000000000
1638,0 days 00:15:07.000000000
1639,0 days 14:24:58.000000000
1640,0 days 00:11:48.000000000
1641,2 days 08:51:58.000000000
1642,0 days 07:16:36.000000000
1643,0 days 15:42:21.000000000
1644,0 days 00:05:34.000000000
1645,0 days 00:52:35.000000000
1646,6 days 00:48:41.000000000
1647,0 days 00:25:41.000000000
1648,0 days 00:02:27.000000000
1649,0 days 07:05:13.000000000
1650,0 days 00:33:33.000000000
1651,0 days 01:29:02.000000000
1652,1 days 17:25:51.000000000
1653,3 days 17:18:58.000000000
1654,1 days 00:22:57.000000000
1655,2 days 07:38:59.000000000
1656,0 days 08:12:24.000000000
1657,0 days 00:14:38.000000000
1658,5 days 08:20:39.000000000
1659,1 days 08:36:51.000000000
1660,0 days 17:19:23.000000000
1661,4 days 12:09:01.000000000
1662,0 days 10:54:50.000000000
1663,5 days 10:56:57.000000000
1664,0 days 00:07:59.000000000
1665,0 days 14:59:56.000000000
1666,3 days 16:45:43.000000000
1667,0 days 00:30:03.000000000
1668,0 days 01:07:04.000000000
1669,0 days 10:43:49.000000000
1670,5 days 18:57:12.000000000
1671,1 days 15:37:33.000000000
1672,5 days 21:41:12.000000000
1673,3 days 23:07:53.000000000
1674,1 days 10:54:50.000000000
1675,7 days 00:30:29.000000000
1676,0 days 08:14:31.000000000
1677,2 days 07:39:20.000000000
1678,0 days 00:01:00.000000000
1679,0 days 00:12:00.000000000
1680,3 days 18:06:09.000000000
1681,0 days 00:01:39.000000000
1682,0 days 00:46:38.000000000
1683,0 days 11:04:29.000000000
1684,0 days 21:24:32.000000000
1685,0 days 23:06:17.000000000
1686,5 days 09:11:44.000000000
1687,0 days 09:04:17.000000000
1688,1 days 10:06:21.000000000
1689,4 days 11:15:48.000000000
1690,2 days 21:33:02.000000000
1691,0 days 00:02:21.000000000
1692,0 days 00:20:57.000000000
1693,0 days 00:01:07.000000000
1694,0 days 01:56:42.000000000
1695,0 days 00:05:12.000000000
1696,0 days 01:04:54.000000000
1697,6 days 16:49:13.000000000
1698,0 days 01:11:05.000000000
1699,0 days 23:22:15.000000000
1700,0 days 00:04:16.000000000
1701,0 days 00:24:27.000000000
1702,1 days 17:29:09.000000000
1703,0 days 15:54:46.000000000
1704,1 days 00:27:36.000000000
1705,4 days 16:55:16.000000000
1706,0 days 00:13:11.000000000
